task,th,tr,tc,successor
1,442,100000,309,"[4, 5, 6]"
2,615,1230,100000,"[4, 5, 6]"
3,512,1024,358,"[4, 5, 6]"
4,499,998,100000,"[7, 8]"
5,451,100000,316,"[7, 8]"
6,536,100000,100000,"[7, 8]"
7,662,100000,100000,"[9, 10]"
8,542,100000,100000,"[9, 10]"
9,370,740,100000,"[11, 12]"
10,579,100000,100000,"[11, 12]"
11,454,908,318,"[13, 14, 15]"
12,786,1572,100000,"[13, 14, 15]"
13,453,100000,317,"[16, 17, 18]"
14,530,100000,100000,"[16, 17, 18]"
15,426,100000,100000,"[16, 17, 18]"
16,336,100000,235,"[19, 20, 21]"
17,535,100000,374,"[19, 20, 21]"
18,611,1222,428,"[19, 20, 21]"
19,275,100000,192,"[22, 23, 24]"
20,479,958,335,"[22, 23, 24]"
21,564,100000,395,"[22, 23, 24]"
22,534,100000,100000,"[25, 26, 27, 28]"
23,331,100000,232,"[25, 26, 27, 28]"
24,647,1294,100000,"[25, 26, 27, 28]"
25,701,100000,100000,"[29, 30, 31]"
26,540,100000,378,[30]
27,448,896,314,"[35, 37, 43]"
28,587,1174,411,"[29, 30, 31]"
29,596,100000,417,[32]
30,557,1114,100000,"[32, 33]"
31,586,1172,100000,"[40, 41, 43]"
32,601,1202,100000,"[36, 37]"
33,547,1094,383,"[34, 35, 36, 37]"
34,409,100000,100000,"[38, 45]"
35,358,100000,100000,"[39, 40, 46]"
36,499,100000,100000,"[38, 39]"
37,472,100000,330,"[46, 49]"
38,443,100000,100000,"[40, 42]"
39,284,100000,100000,[41]
40,611,1222,100000,[44]
41,342,684,100000,"[45, 48]"
42,550,100000,100000,[43]
43,609,100000,426,[46]
44,371,742,100000,"[47, 48]"
45,512,100000,100000,[]
46,596,1192,100000,[]
47,427,100000,100000,[]
48,715,1430,100000,"[49, 50]"
49,504,100000,353,[]
50,400,100000,100000,[]
