task,th,tr,tc,successor
1,158,100000,100000,"[4, 5, 6]"
2,99,100000,69,"[4, 5, 6]"
3,34,68,100000,"[4, 5, 6]"
4,56,100000,39,"[7, 8]"
5,126,100000,88,"[7, 8]"
6,29,100000,100000,"[7, 8]"
7,21,100000,100000,"[9, 10, 11, 12]"
8,144,100000,101,"[9, 10, 11, 12]"
9,236,100000,165,"[13, 14]"
10,43,100000,100000,"[13, 14]"
11,160,320,100000,"[13, 14]"
12,248,100000,100000,[13]
13,112,224,100000,"[15, 16]"
14,153,306,100000,"[15, 16, 17]"
15,121,100000,100000,"[45, 49]"
16,48,100000,100000,"[18, 19]"
17,226,100000,158,[19]
18,67,100000,100000,"[20, 21, 22]"
19,109,100000,100000,"[20, 21, 22]"
20,122,244,85,"[23, 24]"
21,31,100000,22,"[23, 24]"
22,60,120,42,"[23, 24]"
23,99,100000,100000,"[25, 26, 27]"
24,54,100000,100000,"[25, 26, 27]"
25,137,274,100000,"[28, 29, 31]"
26,103,100000,72,[30]
27,142,284,100000,"[28, 29, 30, 31]"
28,109,218,76,"[32, 37]"
29,135,100000,100000,"[32, 33, 34]"
30,71,100000,50,"[32, 33, 34]"
31,89,178,100000,"[32, 33, 34]"
32,103,100000,100000,[36]
33,222,444,100000,"[35, 36, 37]"
34,117,100000,100000,"[35, 36, 37]"
35,67,100000,100000,"[39, 47]"
36,23,100000,100000,[38]
37,162,324,113,"[38, 39]"
38,45,100000,100000,"[40, 41]"
39,213,426,100000,[48]
40,166,332,116,"[42, 43]"
41,73,100000,51,"[44, 45]"
42,50,100,100000,[45]
43,90,180,63,"[44, 45]"
44,181,100000,100000,"[47, 48, 49, 50]"
45,40,80,100000,[46]
46,137,274,100000,[]
47,304,608,213,[]
48,112,100000,78,[]
49,104,208,73,[]
50,85,100000,59,[]
