task,th,tr,tc,successor
1,266,532,100000,"[7, 10]"
2,520,100000,364,[21]
3,510,100000,100000,[9]
4,122,100000,100000,[]
5,175,100000,122,[8]
6,141,100000,100000,[]
7,156,312,109,[12]
8,23,100000,16,"[11, 13]"
9,380,100000,100000,"[13, 44]"
10,116,232,81,[14]
11,203,100000,100000,[15]
12,185,100000,130,[16]
13,298,596,209,"[17, 19, 20]"
14,298,100000,209,"[18, 21, 22, 23]"
15,275,550,100000,[24]
16,239,478,167,[26]
17,149,100000,100000,[28]
18,340,100000,100000,[29]
19,37,100000,26,"[25, 27]"
20,97,100000,68,[31]
21,208,100000,100000,[44]
22,347,100000,100000,[30]
23,164,328,100000,[]
24,83,166,100000,[37]
25,511,100000,100000,[33]
26,399,798,279,[34]
27,133,266,93,[35]
28,133,100000,100000,[32]
29,151,100000,100000,[38]
30,215,430,100000,"[36, 37, 39]"
31,561,100000,100000,[]
32,101,100000,100000,[40]
33,243,486,100000,[42]
34,399,798,100000,[44]
35,269,100000,188,[41]
36,249,498,100000,[43]
37,256,512,179,[]
38,280,100000,196,[45]
39,245,490,100000,[]
40,623,100000,100000,[47]
41,77,100000,54,[47]
42,304,100000,100000,[46]
43,62,124,43,[48]
44,352,100000,100000,"[48, 49]"
45,217,434,152,[50]
46,546,100000,100000,[]
47,142,284,99,[]
48,578,100000,100000,[]
49,78,100000,100000,[]
50,432,864,100000,[]
