task,th,tr,tc,successor
1,114,100000,100000,[6]
2,64,100000,45,[6]
3,207,100000,145,[6]
4,60,100000,100000,[6]
5,141,100000,100000,"[6, 7, 8, 9, 10, 11]"
6,20,40,14,"[12, 13, 14, 15, 16, 17]"
7,114,228,80,[33]
8,331,662,100000,[33]
9,302,100000,100000,"[17, 18, 19, 21]"
10,128,100000,100000,[19]
11,211,422,100000,"[17, 24]"
12,105,210,100000,[33]
13,190,100000,100000,[21]
14,100,100000,70,"[18, 19, 22, 34]"
15,209,100000,146,"[18, 19, 22, 23, 24]"
16,191,100000,100000,"[19, 20]"
17,128,100000,100000,[20]
18,71,100000,50,[33]
19,26,52,18,[43]
20,115,100000,100000,"[22, 23]"
21,156,100000,100000,"[22, 23, 24]"
22,120,240,100000,[43]
23,105,100000,100000,"[25, 27, 28, 30]"
24,93,186,100000,"[25, 26, 27]"
25,230,460,100000,"[32, 42]"
26,206,412,100000,"[28, 30, 32, 34]"
27,41,100000,29,"[29, 31, 44]"
28,161,322,100000,[33]
29,246,100000,172,[43]
30,134,268,94,[35]
31,22,100000,100000,"[34, 35, 45]"
32,226,100000,158,[33]
33,192,100000,134,"[36, 37, 38, 39, 40]"
34,153,100000,100000,"[41, 42]"
35,26,52,18,"[41, 42]"
36,191,382,100000,[44]
37,68,100000,100000,[45]
38,324,648,100000,[]
39,209,418,100000,[]
40,58,100000,41,[45]
41,134,100000,100000,[43]
42,59,118,41,[]
43,275,100000,100000,"[46, 47, 48, 49, 50]"
44,100,100000,70,[]
45,73,146,51,[]
46,240,100000,168,[]
47,180,360,100000,[]
48,131,100000,100000,[]
49,292,584,100000,[]
50,123,100000,86,[]
