task,th,tr,tc,successor
1,445,890,312,[7]
2,417,100000,100000,"[26, 34, 35]"
3,631,100000,442,"[7, 9, 12]"
4,558,1116,391,"[7, 17]"
5,400,100000,100000,"[8, 9]"
6,321,100000,225,[9]
7,577,1154,404,"[10, 11]"
8,531,100000,372,"[12, 19]"
9,589,100000,100000,"[16, 22, 24]"
10,449,898,100000,"[13, 15, 16]"
11,456,912,100000,"[13, 14, 15, 19]"
12,490,100000,100000,"[13, 14, 17, 18, 24]"
13,517,1034,100000,"[21, 22, 23, 30]"
14,707,100000,495,"[20, 22, 25, 33]"
15,584,100000,100000,"[20, 25, 28, 37]"
16,499,998,349,[23]
17,458,100000,100000,[41]
18,578,100000,405,[30]
19,268,100000,188,"[20, 24, 36]"
20,506,1012,354,[38]
21,613,100000,100000,"[29, 31]"
22,403,100000,100000,"[28, 29, 31]"
23,376,100000,100000,"[25, 26, 27, 28]"
24,706,100000,100000,"[30, 31, 37]"
25,538,1076,100000,[32]
26,450,100000,100000,[33]
27,380,100000,100000,"[32, 34, 45]"
28,497,994,100000,[]
29,629,100000,440,[39]
30,345,100000,100000,"[40, 46]"
31,498,100000,349,"[35, 44]"
32,595,1190,416,[]
33,582,1164,100000,"[36, 37, 38]"
34,472,944,330,"[37, 49]"
35,515,100000,100000,[39]
36,490,980,343,"[39, 48]"
37,297,594,100000,"[40, 41]"
38,453,906,317,[44]
39,528,100000,370,"[42, 43]"
40,406,812,284,[42]
41,329,658,100000,"[44, 47]"
42,518,100000,100000,[47]
43,411,100000,100000,"[45, 49]"
44,505,100000,354,"[46, 48, 50]"
45,531,100000,100000,[]
46,626,100000,100000,[]
47,480,100000,100000,[]
48,317,634,100000,[]
49,705,100000,100000,[]
50,726,1452,100000,[]
