task,th,tr,tc,successor
1,86,100000,100000,[36]
2,451,902,100000,"[5, 6, 10]"
3,57,114,40,"[7, 8]"
4,371,100000,100000,[9]
5,271,100000,100000,[36]
6,469,938,328,[12]
7,587,1174,411,"[11, 13]"
8,48,100000,34,[20]
9,112,100000,78,[]
10,123,100000,86,"[14, 15]"
11,458,100000,321,[17]
12,459,100000,100000,[18]
13,266,100000,186,[19]
14,412,100000,100000,"[16, 20, 21, 22]"
15,152,304,100000,[]
16,88,100000,62,[36]
17,124,100000,100000,[25]
18,345,100000,100000,[23]
19,25,50,100000,"[24, 28, 41]"
20,28,56,20,"[26, 29]"
21,291,582,100000,[27]
22,250,100000,100000,[]
23,57,114,100000,[33]
24,112,224,100000,[31]
25,242,484,100000,[]
26,249,498,100000,"[30, 32]"
27,444,100000,100000,[]
28,118,236,100000,"[34, 35]"
29,35,70,24,[]
30,517,100000,362,[36]
31,271,542,190,[37]
32,369,738,258,"[38, 41, 42]"
33,241,100000,169,[40]
34,39,100000,27,[39]
35,70,100000,100000,[]
36,388,100000,272,"[43, 44, 45, 46, 47, 50]"
37,473,100000,331,[49]
38,266,100000,100000,[48]
39,25,50,100000,[]
40,147,100000,100000,[]
41,91,182,100000,[]
42,59,100000,100000,[]
43,145,100000,100000,[]
44,172,344,100000,[]
45,185,100000,130,[]
46,249,100000,174,[]
47,458,100000,100000,[]
48,194,100000,100000,[]
49,29,100000,100000,[]
50,41,82,100000,[]
