task,th,tr,tc,successor
1,590,1180,413,[5]
2,691,100000,484,[8]
3,443,886,100000,"[6, 7, 16, 17]"
4,573,1146,100000,"[9, 10]"
5,385,770,100000,[12]
6,449,898,100000,[13]
7,513,1026,359,[14]
8,446,100000,100000,[15]
9,621,1242,435,"[11, 15, 16, 17]"
10,586,100000,100000,[17]
11,515,1030,360,[18]
12,395,100000,276,[19]
13,276,100000,193,[20]
14,537,100000,376,[20]
15,328,100000,100000,"[20, 21, 27]"
16,522,1044,365,"[20, 21, 27]"
17,587,1174,100000,"[20, 21, 27]"
18,510,100000,357,[22]
19,441,100000,100000,[23]
20,377,100000,100000,"[24, 25]"
21,400,100000,100000,"[24, 25]"
22,385,770,100000,[27]
23,604,100000,100000,[26]
24,293,586,100000,"[28, 30]"
25,558,100000,100000,"[28, 29, 30]"
26,525,1050,100000,[31]
27,421,100000,295,"[36, 41, 50]"
28,340,100000,100000,"[31, 32, 33]"
29,534,100000,100000,"[34, 39]"
30,632,100000,100000,"[32, 33, 34, 45]"
31,279,558,195,"[35, 36, 37, 38, 39]"
32,662,100000,463,"[36, 37, 38, 39, 49]"
33,407,814,285,"[36, 38, 39]"
34,541,100000,379,"[36, 38]"
35,412,824,288,[40]
36,565,100000,100000,[]
37,507,100000,355,[]
38,701,1402,100000,[41]
39,477,100000,100000,"[42, 50]"
40,275,100000,100000,[45]
41,506,100000,354,[43]
42,649,100000,454,"[44, 46]"
43,485,970,100000,[47]
44,380,760,100000,[48]
45,421,100000,295,"[49, 50]"
46,646,100000,100000,[]
47,566,1132,100000,[]
48,482,100000,100000,[]
49,683,100000,100000,[]
50,471,100000,100000,[]
