task,th,tr,tc,successor
1,151,302,106,[8]
2,52,100000,100000,[8]
3,155,310,100000,[8]
4,270,100000,100000,[8]
5,151,302,106,[37]
6,90,100000,100000,[35]
7,117,234,100000,"[8, 9, 10, 11]"
8,156,100000,109,"[12, 13, 14, 15, 16, 17]"
9,231,100000,100000,[37]
10,70,100000,49,"[16, 19, 26, 27]"
11,33,66,100000,"[16, 17, 19, 21]"
12,33,100000,23,"[18, 19, 20, 21, 22]"
13,253,506,100000,"[18, 19, 20, 22]"
14,88,100000,62,"[18, 19, 20, 21, 23, 25]"
15,180,100000,126,"[18, 19, 20, 24, 25, 26]"
16,99,100000,69,"[18, 20, 23, 24, 28, 29]"
17,131,262,100000,[22]
18,94,100000,100000,[37]
19,84,168,100000,[35]
20,96,100000,100000,"[33, 35, 36]"
21,123,100000,86,"[24, 26, 29, 30, 33]"
22,71,100000,50,"[23, 24, 25, 26]"
23,273,546,191,[37]
24,288,576,202,[37]
25,97,194,100000,"[27, 28]"
26,45,90,100000,"[43, 49]"
27,202,404,100000,"[29, 30, 32, 33]"
28,123,246,86,"[31, 43, 50]"
29,122,244,100000,[35]
30,127,100000,100000,[35]
31,268,100000,100000,[36]
32,21,100000,100000,"[36, 37]"
33,27,54,100000,[34]
34,117,100000,100000,[37]
35,42,100000,100000,"[38, 39, 40, 41, 42, 43]"
36,127,100000,89,"[48, 49]"
37,174,348,100000,"[44, 45, 46, 47]"
38,141,100000,99,[]
39,295,590,100000,[48]
40,37,100000,100000,[]
41,176,352,123,[48]
42,160,100000,112,[50]
43,281,100000,100000,[]
44,212,424,100000,[50]
45,90,100000,100000,[50]
46,118,100000,100000,[49]
47,138,100000,100000,[]
48,82,100000,57,[]
49,113,100000,79,[]
50,28,100000,20,[]
