task,th,tr,tc,successor
1,127,100000,89,"[3, 4]"
2,150,100000,100000,"[3, 4]"
3,427,100000,100000,"[5, 6, 7]"
4,406,100000,284,"[5, 6, 7]"
5,42,100000,100000,"[8, 9, 10]"
6,338,100000,100000,"[8, 9, 10]"
7,71,100000,100000,"[8, 9, 10]"
8,72,144,100000,"[11, 12, 13]"
9,442,884,100000,"[11, 12, 13]"
10,151,100000,100000,"[11, 12, 13]"
11,128,256,100000,"[14, 15, 16]"
12,75,150,52,"[14, 15, 16]"
13,257,100000,180,"[14, 15, 16]"
14,77,154,100000,"[17, 18, 19, 20]"
15,329,100000,100000,"[17, 18, 20]"
16,170,340,119,"[17, 18, 19, 20]"
17,307,614,215,"[21, 22]"
18,57,100000,40,[21]
19,96,192,100000,"[21, 22]"
20,215,430,150,"[21, 22]"
21,527,100000,369,"[23, 24, 25]"
22,257,514,100000,"[23, 24, 25]"
23,213,100000,149,"[26, 27]"
24,141,100000,100000,"[26, 27]"
25,524,1048,100000,"[35, 39, 41]"
26,31,62,100000,"[28, 29]"
27,248,496,100000,"[28, 29]"
28,28,100000,20,"[30, 31, 32, 33]"
29,272,100000,190,"[30, 31]"
30,439,100000,307,[40]
31,263,100000,100000,"[34, 36]"
32,583,100000,100000,[35]
33,326,652,228,"[34, 44, 46]"
34,80,160,100000,"[38, 50]"
35,214,100000,100000,[37]
36,523,1046,100000,[37]
37,243,100000,100000,[40]
38,76,100000,53,"[39, 41]"
39,271,542,100000,[47]
40,431,100000,302,"[42, 43]"
41,118,100000,83,[45]
42,361,722,100000,"[44, 47]"
43,294,100000,100000,"[44, 45, 46]"
44,133,100000,100000,[]
45,101,100000,71,"[48, 49]"
46,182,100000,100000,"[49, 50]"
47,170,340,119,"[48, 49]"
48,292,100000,100000,[]
49,101,202,71,[]
50,231,100000,100000,[]
