task,th,tr,tc,successor
1,506,100000,354,"[6, 8]"
2,160,100000,100000,"[7, 12]"
3,117,100000,100000,"[4, 5, 9, 10, 11]"
4,86,172,60,[26]
5,435,870,100000,[26]
6,354,100000,248,[14]
7,177,354,124,"[13, 15]"
8,219,100000,100000,[]
9,135,270,100000,[]
10,135,100000,94,[]
11,51,102,36,[16]
12,290,100000,100000,"[17, 18]"
13,125,250,88,[26]
14,344,100000,241,[21]
15,172,100000,100000,[22]
16,222,100000,100000,"[23, 25]"
17,116,100000,100000,[19]
18,78,100000,100000,"[20, 24]"
19,197,394,138,[26]
20,481,962,100000,[26]
21,445,890,100000,[27]
22,448,100000,100000,[30]
23,474,948,332,[28]
24,299,100000,209,"[29, 31]"
25,63,100000,44,[32]
26,557,1114,100000,"[33, 34, 35, 36, 40]"
27,288,100000,100000,[38]
28,252,100000,176,[39]
29,26,52,100000,[37]
30,159,318,100000,[]
31,61,100000,43,[]
32,290,100000,100000,[41]
33,130,100000,100000,[42]
34,62,124,100000,[45]
35,339,100000,100000,[]
36,475,950,100000,[]
37,540,100000,378,[43]
38,90,180,100000,[44]
39,321,100000,100000,[]
40,223,446,156,[]
41,213,100000,100000,[]
42,88,100000,62,[46]
43,268,100000,100000,[47]
44,173,100000,100000,"[48, 49]"
45,46,100000,100000,[50]
46,319,638,100000,[]
47,571,100000,400,[]
48,192,100000,134,[]
49,270,540,100000,[]
50,145,290,102,[]
