task,th,tr,tc,successor
1,133,100000,93,"[8, 28]"
2,170,100000,100000,"[6, 7, 8]"
3,248,100000,100000,"[6, 7]"
4,198,396,139,[6]
5,193,100000,135,"[7, 21]"
6,225,450,100000,"[9, 10]"
7,62,100000,100000,"[11, 13, 14]"
8,274,548,192,"[11, 12]"
9,498,996,100000,"[17, 18, 19, 24]"
10,460,100000,322,"[17, 21, 28, 29]"
11,521,1042,365,[47]
12,139,100000,97,"[17, 19, 20, 21]"
13,216,100000,151,"[15, 18]"
14,194,100000,100000,"[16, 23]"
15,102,204,100000,"[22, 23]"
16,173,100000,121,"[22, 24]"
17,117,100000,100000,"[23, 26]"
18,149,298,104,[22]
19,194,100000,100000,[35]
20,75,100000,52,"[23, 24, 30]"
21,124,248,100000,[33]
22,73,146,100000,"[25, 26, 28]"
23,99,100000,100000,"[25, 27, 50]"
24,207,100000,145,[29]
25,68,100000,48,[47]
26,220,440,154,[30]
27,169,100000,100000,[]
28,526,100000,100000,[]
29,182,364,100000,"[31, 35, 40]"
30,413,100000,289,"[32, 33, 34, 35]"
31,266,532,186,[34]
32,140,100000,98,[48]
33,342,100000,100000,"[38, 41]"
34,207,100000,100000,[36]
35,24,48,100000,[37]
36,311,100000,100000,"[39, 41, 45]"
37,185,370,100000,"[42, 43, 44]"
38,87,174,61,"[40, 47]"
39,182,100000,100000,[]
40,133,100000,93,[]
41,84,100000,100000,[]
42,246,492,100000,"[47, 48, 49]"
43,48,96,34,[]
44,211,100000,100000,"[48, 49]"
45,282,100000,100000,"[46, 50]"
46,83,166,100000,[]
47,101,100000,100000,[]
48,80,160,100000,[]
49,334,668,100000,[]
50,283,100000,100000,[]
