task,th,tr,tc,successor
1,196,392,100000,[7]
2,41,100000,29,[8]
3,161,322,100000,[10]
4,162,100000,100000,"[9, 12, 45]"
5,349,100000,100000,[23]
6,297,594,100000,[11]
7,57,100000,40,[13]
8,288,100000,202,[16]
9,76,100000,100000,[14]
10,415,830,100000,[17]
11,208,416,146,"[15, 18, 33]"
12,162,100000,100000,[]
13,64,100000,45,[20]
14,312,624,100000,[21]
15,299,598,100000,"[19, 22, 23, 38]"
16,661,100000,100000,[]
17,50,100000,35,[24]
18,134,268,100000,"[25, 39, 45]"
19,531,1062,372,[26]
20,232,100000,100000,[29]
21,66,100000,46,[28]
22,247,100000,173,"[27, 30, 32, 49]"
23,115,230,100000,[]
24,32,64,22,"[31, 33, 44, 49]"
25,526,100000,368,[46]
26,381,762,267,[35]
27,181,100000,100000,[36]
28,174,100000,100000,[37]
29,506,100000,354,[38]
30,383,100000,100000,[34]
31,432,100000,100000,[39]
32,198,396,100000,[]
33,119,238,83,[40]
34,88,100000,100000,[41]
35,65,100000,100000,[42]
36,142,100000,99,[43]
37,197,100000,100000,[44]
38,58,116,100000,"[43, 45, 50]"
39,199,100000,139,[]
40,145,100000,100000,[48]
41,26,100000,100000,[46]
42,125,100000,100000,[47]
43,230,100000,100000,[47]
44,202,404,141,"[48, 50]"
45,39,78,27,[49]
46,212,424,148,[]
47,247,100000,100000,[]
48,426,852,100000,[]
49,499,100000,349,[]
50,135,270,100000,[]
