task,th,tr,tc,successor
1,384,100000,269,[40]
2,499,100000,349,"[23, 30]"
3,756,100000,529,"[8, 10]"
4,638,1276,100000,"[7, 9]"
5,745,100000,522,"[30, 39]"
6,574,1148,100000,[]
7,452,100000,316,"[12, 13]"
8,560,100000,100000,"[14, 29]"
9,289,578,100000,[15]
10,617,1234,100000,"[11, 16]"
11,462,100000,323,[26]
12,339,100000,237,"[19, 20]"
13,458,916,321,"[17, 31]"
14,542,100000,100000,"[23, 34]"
15,424,100000,100000,[22]
16,564,1128,100000,"[18, 21]"
17,358,100000,100000,[24]
18,589,1178,412,[28]
19,574,1148,100000,[25]
20,535,100000,100000,[29]
21,509,1018,356,[30]
22,550,100000,385,"[26, 31]"
23,520,100000,100000,[27]
24,615,100000,430,[]
25,652,100000,456,"[32, 36]"
26,347,100000,243,[]
27,827,1654,579,"[35, 41]"
28,514,100000,100000,[34]
29,521,100000,365,[]
30,522,100000,365,[33]
31,632,1264,100000,[]
32,721,100000,100000,[]
33,721,1442,100000,"[37, 38, 42]"
34,705,100000,100000,"[40, 41]"
35,556,100000,100000,[39]
36,612,1224,100000,[]
37,426,100000,100000,[]
38,636,1272,445,"[43, 45, 49]"
39,545,100000,100000,"[46, 48, 50]"
40,495,100000,100000,[44]
41,397,100000,100000,[49]
42,499,998,100000,[47]
43,578,100000,100000,[]
44,407,814,285,[]
45,546,1092,100000,[]
46,416,100000,100000,[]
47,666,1332,466,[]
48,459,918,100000,[]
49,291,100000,100000,[]
50,446,892,100000,[]
