task,th,tr,tc,successor
1,538,1076,100000,[]
2,375,100000,262,[]
3,436,872,100000,[]
4,132,100000,92,[]
5,516,100000,361,"[8, 9]"
6,420,100000,100000,[]
7,281,100000,197,[10]
8,477,100000,334,"[13, 14, 16]"
9,99,198,69,"[11, 12, 15]"
10,65,100000,46,[49]
11,31,100000,100000,"[18, 29]"
12,163,100000,100000,[]
13,139,278,100000,"[19, 21, 24]"
14,61,100000,43,"[17, 22]"
15,67,100000,47,"[20, 39]"
16,261,522,100000,"[18, 23]"
17,261,100000,100000,[30]
18,349,100000,100000,"[26, 28]"
19,191,382,100000,"[26, 29]"
20,62,124,43,[]
21,122,244,100000,[27]
22,44,88,31,[25]
23,107,214,75,[]
24,52,104,100000,[]
25,54,100000,38,[31]
26,221,100000,100000,[33]
27,96,192,100000,[]
28,220,100000,154,[]
29,23,100000,100000,"[34, 45]"
30,359,100000,251,"[32, 35, 36]"
31,141,282,100000,"[40, 41, 44]"
32,224,100000,100000,[42]
33,75,100000,100000,"[39, 45]"
34,272,544,100000,"[40, 44]"
35,33,100000,100000,"[38, 43]"
36,478,956,100000,"[37, 43]"
37,265,530,186,[]
38,259,518,100000,[]
39,286,572,100000,[46]
40,191,100000,134,[]
41,509,1018,100000,[48]
42,79,100000,100000,[]
43,270,100000,100000,[47]
44,372,100000,100000,[50]
45,603,100000,422,[49]
46,533,100000,100000,[]
47,248,100000,100000,[]
48,22,100000,100000,[]
49,86,172,60,[]
50,115,100000,80,[]
