task,th,tr,tc,successor
1,68,136,48,[4]
2,147,100000,103,[5]
3,93,100000,65,"[6, 7]"
4,358,100000,100000,[9]
5,473,946,100000,[9]
6,176,100000,100000,[8]
7,477,954,100000,"[9, 10]"
8,37,100000,26,[11]
9,435,100000,100000,"[12, 13, 14, 15]"
10,491,982,344,"[12, 13, 14, 15]"
11,110,100000,77,[19]
12,46,100000,100000,"[16, 20, 21]"
13,159,318,111,"[17, 20, 21]"
14,170,340,100000,"[18, 20, 21]"
15,121,100000,85,"[20, 21]"
16,192,100000,134,[22]
17,58,100000,41,[23]
18,512,100000,358,[24]
19,353,100000,100000,[25]
20,223,100000,156,"[26, 27, 30]"
21,133,266,100000,"[27, 30]"
22,81,162,100000,[28]
23,320,640,100000,[29]
24,233,100000,100000,[30]
25,307,614,100000,[29]
26,141,100000,99,"[29, 32, 37]"
27,138,276,100000,"[31, 32]"
28,395,790,100000,[33]
29,362,100000,100000,"[34, 35, 36]"
30,131,262,100000,"[42, 43, 44]"
31,162,324,113,[36]
32,94,100000,66,"[34, 35, 36]"
33,519,100000,363,[37]
34,28,56,100000,[39]
35,165,100000,115,"[38, 43]"
36,560,1120,100000,"[42, 43, 44, 45]"
37,122,244,100000,"[40, 41, 42, 43, 49]"
38,25,100000,18,"[44, 45]"
39,50,100000,100000,[43]
40,457,100000,100000,[46]
41,153,306,100000,[47]
42,281,100000,100000,[]
43,192,100000,100000,"[48, 50]"
44,365,100000,100000,"[49, 50]"
45,287,100000,100000,[]
46,544,100000,381,[]
47,33,100000,100000,[]
48,126,100000,100000,[]
49,172,344,120,[]
50,516,1032,100000,[]
