task,th,tr,tc,successor
1,288,100000,100000,[]
2,108,100000,100000,[33]
3,149,100000,104,"[12, 40]"
4,174,348,122,[]
5,69,100000,48,[]
6,88,100000,100000,"[11, 13]"
7,140,100000,100000,"[9, 10]"
8,152,304,106,[]
9,128,256,90,[18]
10,193,100000,135,"[16, 17]"
11,109,218,100000,[14]
12,71,142,100000,[34]
13,208,100000,146,[15]
14,117,100000,100000,"[19, 20]"
15,348,696,100000,[23]
16,158,100000,100000,[22]
17,243,486,170,[50]
18,124,100000,87,[21]
19,87,100000,61,[24]
20,213,426,149,[]
21,62,124,100000,[]
22,130,100000,91,"[26, 28, 30]"
23,192,384,100000,"[25, 27, 29, 31, 32, 34, 35]"
24,189,378,132,[]
25,262,100000,100000,[]
26,76,100000,100000,[33]
27,169,100000,100000,[]
28,79,100000,55,"[34, 35]"
29,76,100000,100000,[36]
30,136,272,95,"[32, 36, 44]"
31,147,100000,100000,[37]
32,93,100000,100000,[]
33,24,48,100000,[44]
34,250,100000,100000,[38]
35,73,146,51,[]
36,250,500,175,"[39, 41, 42]"
37,243,100000,100000,"[40, 43]"
38,155,100000,100000,[47]
39,101,202,100000,[]
40,118,236,100000,[]
41,130,260,100000,"[45, 48]"
42,78,100000,55,"[49, 50]"
43,24,100000,100000,[46]
44,67,134,47,[]
45,193,100000,100000,[]
46,279,100000,100000,[]
47,164,100000,100000,[]
48,73,100000,100000,[]
49,123,246,86,[]
50,77,100000,100000,[]
