task,th,tr,tc,successor
1,140,280,100000,[9]
2,225,100000,158,"[11, 44]"
3,32,64,100000,"[14, 15]"
4,41,100000,100000,[]
5,94,100000,66,[]
6,211,100000,148,"[8, 10, 13]"
7,21,100000,100000,[12]
8,54,100000,38,[17]
9,108,216,76,"[19, 43]"
10,32,100000,22,[]
11,69,100000,100000,[16]
12,203,100000,100000,[18]
13,49,100000,100000,[21]
14,145,100000,102,[20]
15,101,202,100000,"[22, 45]"
16,179,358,100000,[]
17,36,100000,25,"[25, 27]"
18,32,64,100000,[23]
19,217,100000,152,[]
20,81,100000,57,[]
21,86,100000,100000,[]
22,67,100000,100000,[24]
23,99,198,100000,"[27, 30, 31]"
24,96,100000,100000,"[28, 42]"
25,52,100000,100000,"[26, 29, 32]"
26,175,350,122,[]
27,79,158,100000,[38]
28,146,100000,102,[40]
29,76,152,53,"[34, 36, 37]"
30,133,100000,100000,[]
31,173,100000,121,"[33, 35]"
32,119,100000,100000,[]
33,149,298,100000,[39]
34,246,100000,172,[]
35,171,342,100000,[40]
36,233,100000,100000,[]
37,29,58,20,[42]
38,282,564,100000,"[41, 42, 43]"
39,158,100000,111,[]
40,26,52,18,"[44, 46]"
41,181,362,127,"[45, 47, 50]"
42,130,100000,100000,"[46, 48]"
43,57,114,100000,[49]
44,131,262,100000,[]
45,282,564,100000,[]
46,153,100000,100000,[]
47,177,100000,100000,[]
48,120,100000,100000,[]
49,35,70,100000,[]
50,35,100000,24,[]
