task,th,tr,tc,successor
1,698,100000,489,"[5, 6, 8, 9]"
2,496,100000,347,"[7, 8, 15]"
3,506,1012,100000,"[4, 22, 24, 28]"
4,543,1086,100000,"[30, 31]"
5,821,100000,575,"[10, 11, 16, 19]"
6,411,100000,100000,"[11, 19]"
7,686,1372,100000,[13]
8,502,100000,351,"[12, 20]"
9,601,100000,100000,[20]
10,524,1048,100000,"[14, 17, 18, 21]"
11,613,100000,429,"[15, 20]"
12,592,100000,100000,[]
13,806,100000,100000,"[16, 19, 21]"
14,602,100000,421,"[22, 24, 25, 26]"
15,424,100000,297,"[23, 25]"
16,692,100000,100000,"[30, 32]"
17,344,688,100000,"[22, 23, 26]"
18,663,100000,100000,"[23, 49]"
19,606,1212,100000,"[23, 24, 25, 26]"
20,679,100000,100000,"[22, 29]"
21,575,100000,100000,[35]
22,670,1340,469,[30]
23,474,948,100000,"[41, 47]"
24,521,1042,100000,"[27, 29]"
25,642,1284,100000,"[28, 29, 31]"
26,522,100000,100000,"[29, 38, 40]"
27,470,940,100000,"[32, 33, 34, 36]"
28,655,100000,100000,"[32, 33, 35, 36]"
29,488,100000,342,"[42, 47]"
30,473,946,100000,"[33, 34, 35, 36]"
31,574,100000,402,"[32, 36]"
32,338,100000,100000,"[37, 38, 39, 40]"
33,523,1046,100000,[37]
34,653,1306,457,"[40, 48]"
35,566,100000,100000,[38]
36,444,888,100000,"[38, 39]"
37,392,100000,274,[44]
38,405,100000,100000,[48]
39,688,100000,100000,"[42, 43, 45]"
40,464,100000,325,[41]
41,494,988,346,[]
42,594,1188,100000,[46]
43,554,100000,100000,[48]
44,537,1074,376,[47]
45,457,100000,320,[]
46,204,100000,100000,[]
47,667,100000,467,[50]
48,490,100000,343,"[49, 50]"
49,382,764,267,[]
50,535,1070,374,[]
