task,th,tr,tc,successor
1,544,1088,100000,"[2, 3, 4]"
2,211,100000,100000,[21]
3,72,100000,100000,[21]
4,353,100000,247,"[5, 6, 7, 8]"
5,130,100000,100000,[32]
6,136,272,100000,[25]
7,71,142,100000,[21]
8,430,100000,301,"[9, 10, 11, 12, 13, 14, 15, 16]"
9,407,814,100000,[32]
10,36,100000,100000,[32]
11,582,1164,100000,[25]
12,101,100000,71,[25]
13,264,100000,100000,[25]
14,87,100000,61,[21]
15,156,100000,100000,"[17, 18, 19]"
16,491,100000,100000,"[17, 18, 19]"
17,483,100000,338,[25]
18,524,100000,100000,[21]
19,267,100000,100000,"[20, 21, 22, 23]"
20,43,100000,30,[25]
21,183,366,100000,"[24, 25, 26, 27, 28, 29, 30, 31]"
22,93,100000,65,"[24, 31]"
23,36,72,100000,"[24, 25, 31]"
24,203,100000,142,[32]
25,267,534,100000,"[33, 34, 35, 36, 37, 38]"
26,183,366,128,"[32, 37, 38]"
27,200,100000,100000,"[32, 37, 38]"
28,145,100000,102,"[32, 37, 38]"
29,585,100000,410,"[32, 37, 38]"
30,522,1044,100000,"[32, 37, 38]"
31,38,100000,27,"[32, 37, 38]"
32,173,346,100000,"[39, 40, 41, 42, 43, 44]"
33,114,228,80,[]
34,138,276,100000,"[46, 47, 48, 50]"
35,128,100000,90,"[45, 47]"
36,446,100000,100000,"[47, 48, 50]"
37,253,506,100000,"[45, 46, 47]"
38,122,100000,85,[45]
39,258,516,181,"[47, 50]"
40,129,100000,100000,[47]
41,147,294,103,"[45, 46]"
42,475,950,332,"[45, 46]"
43,512,100000,358,"[46, 47, 48]"
44,116,232,100000,"[46, 47]"
45,108,100000,100000,"[48, 50]"
46,121,100000,100000,[]
47,490,100000,100000,[49]
48,284,568,199,[]
49,428,856,100000,[]
50,314,100000,100000,[]
