task,th,tr,tc,successor
1,444,100000,311,[12]
2,381,100000,100000,[34]
3,554,100000,100000,"[10, 11, 12]"
4,520,100000,100000,[6]
5,628,1256,100000,"[6, 7, 8, 9, 13]"
6,812,1624,568,[12]
7,458,100000,100000,[12]
8,565,100000,396,[12]
9,512,1024,358,[12]
10,459,100000,321,"[14, 15, 16, 25]"
11,481,100000,337,"[13, 23, 34, 35]"
12,572,100000,400,"[17, 18, 19, 20, 21]"
13,416,100000,291,[42]
14,593,100000,100000,"[22, 24, 32]"
15,379,758,100000,"[23, 30, 31]"
16,707,1414,100000,"[26, 27, 28]"
17,484,100000,339,"[26, 30]"
18,668,100000,100000,"[24, 25]"
19,596,100000,417,[]
20,686,1372,100000,"[25, 27]"
21,439,100000,307,"[24, 32, 33]"
22,518,100000,363,[34]
23,625,1250,100000,[]
24,561,1122,100000,"[27, 31]"
25,427,100000,100000,"[26, 28]"
26,528,100000,100000,[42]
27,649,1298,454,[34]
28,519,100000,100000,"[29, 30, 31, 32, 33]"
29,383,766,100000,[42]
30,447,100000,313,[34]
31,420,840,100000,[34]
32,574,100000,402,[]
33,509,1018,356,"[35, 45]"
34,356,100000,100000,"[36, 37, 38, 39, 40, 41]"
35,383,766,100000,"[36, 43]"
36,422,844,100000,[42]
37,542,1084,379,[]
38,443,100000,100000,[45]
39,480,960,100000,[]
40,533,100000,100000,"[43, 44]"
41,582,1164,100000,[43]
42,731,1462,100000,"[46, 47, 48, 49, 50]"
43,454,100000,318,[]
44,567,1134,397,[]
45,508,100000,100000,[]
46,294,100000,206,[]
47,470,100000,100000,[]
48,619,1238,100000,[]
49,448,100000,100000,[]
50,466,100000,100000,[]
