task,th,tr,tc,successor
1,65,100000,100000,[7]
2,209,100000,146,"[8, 10, 13]"
3,390,100000,273,"[9, 10]"
4,167,100000,100000,[26]
5,235,470,100000,"[11, 12]"
6,448,100000,100000,[37]
7,111,100000,100000,[14]
8,178,356,100000,[16]
9,228,100000,160,[17]
10,387,100000,271,"[15, 19]"
11,256,100000,179,"[18, 42, 45]"
12,187,100000,100000,[]
13,678,1356,100000,[]
14,230,100000,100000,[21]
15,67,100000,100000,[20]
16,549,100000,100000,[23]
17,111,222,100000,[24]
18,340,100000,100000,[22]
19,82,100000,100000,"[25, 26, 27]"
20,26,52,100000,[28]
21,70,140,49,[30]
22,347,100000,100000,[29]
23,104,208,73,[31]
24,62,124,100000,[]
25,120,100000,84,[]
26,52,100000,36,[49]
27,92,100000,64,"[41, 50]"
28,101,100000,100000,[32]
29,230,460,161,[33]
30,47,100000,33,[34]
31,128,256,100000,"[35, 36, 37]"
32,188,376,100000,[41]
33,193,100000,100000,[38]
34,210,100000,100000,[40]
35,178,100000,100000,"[39, 42]"
36,484,968,100000,"[41, 42]"
37,147,294,103,[]
38,158,316,111,[44]
39,566,1132,100000,[43]
40,513,100000,359,[45]
41,159,318,111,"[46, 47, 48, 49]"
42,87,100000,100000,[50]
43,199,100000,139,[]
44,102,204,71,[]
45,516,1032,361,[]
46,53,100000,100000,[]
47,36,72,25,[]
48,259,100000,100000,[]
49,234,468,100000,[]
50,144,100000,100000,[]
