task,th,tr,tc,successor
1,589,1178,100000,[18]
2,582,100000,407,[35]
3,228,456,160,"[5, 6, 7]"
4,491,100000,344,"[5, 6, 15]"
5,621,100000,100000,"[8, 10, 20, 25]"
6,369,738,258,"[16, 18, 19, 20]"
7,610,100000,427,"[9, 10]"
8,566,1132,100000,[18]
9,558,1116,100000,"[11, 14, 15, 16]"
10,458,916,100000,"[11, 12, 13, 16]"
11,545,100000,100000,[34]
12,187,100000,100000,[18]
13,613,100000,100000,[18]
14,320,640,100000,[35]
15,613,1226,429,"[17, 18, 19, 20]"
16,580,1160,100000,[26]
17,634,100000,100000,[34]
18,456,912,319,"[21, 22, 23, 24, 26]"
19,428,100000,100000,"[25, 26, 32]"
20,591,1182,414,"[26, 27]"
21,612,100000,100000,[29]
22,516,100000,100000,[33]
23,281,100000,100000,"[28, 29, 32]"
24,675,1350,100000,[]
25,521,100000,365,"[29, 30, 33]"
26,685,100000,100000,"[31, 34, 38]"
27,672,100000,100000,"[28, 31, 37]"
28,575,100000,100000,[34]
29,438,876,307,[34]
30,395,790,100000,[35]
31,537,100000,100000,[35]
32,667,1334,467,[35]
33,728,100000,100000,"[34, 35, 36, 37, 38]"
34,366,732,100000,"[39, 40, 41, 42]"
35,320,100000,100000,"[43, 44, 45, 46]"
36,491,982,344,[]
37,685,100000,100000,[]
38,537,100000,376,[49]
39,509,1018,356,"[47, 48]"
40,561,1122,393,[48]
41,497,100000,100000,"[47, 48]"
42,558,100000,100000,[47]
43,229,100000,100000,[]
44,437,100000,100000,[48]
45,649,100000,454,[50]
46,499,998,100000,[]
47,566,100000,396,[]
48,444,100000,311,"[49, 50]"
49,394,100000,276,[]
50,477,100000,334,[]
