task,th,tr,tc,successor
1,579,1158,100000,[5]
2,284,100000,100000,[6]
3,380,760,266,[8]
4,463,100000,100000,"[7, 9, 10, 37]"
5,543,100000,100000,[13]
6,647,100000,100000,[15]
7,457,914,320,[11]
8,374,100000,262,[12]
9,679,100000,100000,"[13, 16, 17]"
10,359,100000,100000,"[14, 31]"
11,563,100000,100000,[18]
12,614,100000,100000,[20]
13,549,100000,100000,"[21, 24, 25]"
14,477,100000,100000,"[19, 22, 23]"
15,625,1250,100000,"[23, 43]"
16,555,1110,388,[]
17,610,100000,100000,[50]
18,629,1258,100000,[27]
19,556,1112,100000,[28]
20,345,100000,100000,[29]
21,382,100000,100000,"[26, 32]"
22,418,100000,293,[30]
23,595,100000,416,[]
24,397,100000,278,[31]
25,723,1446,100000,"[32, 38]"
26,496,100000,347,[33]
27,547,100000,383,[35]
28,373,746,261,[36]
29,585,100000,410,[37]
30,379,100000,265,[34]
31,601,100000,100000,"[38, 39]"
32,346,692,100000,[]
33,456,100000,100000,[41]
34,431,862,302,[40]
35,358,100000,100000,[43]
36,514,1028,100000,[]
37,292,584,204,[]
38,543,1086,380,"[42, 44, 45]"
39,295,590,206,[46]
40,494,100000,346,[47]
41,552,100000,100000,[]
42,361,100000,253,[]
43,689,100000,100000,[]
44,777,1554,100000,[48]
45,408,816,100000,[50]
46,451,902,100000,"[48, 49]"
47,541,1082,100000,[]
48,500,100000,100000,[]
49,491,982,344,[]
50,571,100000,400,[]
