task,th,tr,tc,successor
1,298,596,100000,[31]
2,579,100000,100000,"[5, 6]"
3,399,798,100000,"[4, 7, 8]"
4,432,864,302,[31]
5,295,100000,206,[10]
6,694,100000,100000,[11]
7,697,100000,100000,"[12, 13, 14]"
8,419,100000,100000,"[9, 15]"
9,496,992,100000,[31]
10,505,1010,354,[16]
11,563,100000,100000,[17]
12,539,100000,100000,[20]
13,489,100000,342,"[21, 23]"
14,392,100000,100000,"[18, 19, 22]"
15,612,100000,100000,[]
16,551,100000,386,[26]
17,395,100000,100000,[]
18,601,100000,100000,[24]
19,522,1044,100000,[]
20,587,1174,100000,[31]
21,454,100000,100000,"[27, 28, 30]"
22,148,296,104,"[25, 29]"
23,241,482,169,[]
24,400,800,100000,[31]
25,474,100000,100000,[31]
26,525,100000,100000,[32]
27,612,100000,100000,[]
28,711,1422,498,"[34, 35, 36]"
29,553,100000,100000,[33]
30,571,100000,100000,"[37, 38]"
31,532,1064,372,"[39, 40, 41, 42]"
32,668,100000,100000,[45]
33,537,1074,376,[43]
34,259,100000,181,[44]
35,507,1014,100000,[]
36,275,100000,192,[]
37,670,100000,469,[46]
38,337,674,236,[45]
39,740,100000,518,[49]
40,525,1050,100000,[]
41,530,1060,100000,[]
42,339,678,237,[]
43,379,100000,265,[47]
44,514,100000,360,[48]
45,480,100000,336,[]
46,427,854,100000,[50]
47,607,1214,100000,[]
48,337,100000,100000,[]
49,505,100000,354,[]
50,688,100000,100000,[]
