task,th,tr,tc,successor
1,117,234,82,"[6, 7]"
2,71,142,50,"[5, 6, 7]"
3,470,940,100000,"[5, 11]"
4,142,100000,100000,"[5, 6]"
5,188,376,100000,[10]
6,160,100000,112,"[8, 9, 10]"
7,117,234,100000,"[8, 10, 11]"
8,185,100000,130,"[12, 13, 14, 15]"
9,215,100000,100000,[13]
10,208,416,100000,"[16, 33, 36]"
11,226,100000,100000,"[14, 21]"
12,566,100000,100000,"[17, 18, 28]"
13,203,100000,100000,"[20, 21, 25]"
14,194,100000,136,"[17, 19, 22, 24]"
15,156,312,109,"[18, 21]"
16,34,100000,24,"[18, 20]"
17,235,100000,100000,"[26, 27, 31, 37]"
18,274,100000,192,"[22, 26]"
19,201,100000,141,"[23, 25, 27]"
20,108,216,76,[28]
21,98,196,69,[24]
22,100,100000,70,[38]
23,532,1064,100000,"[28, 29, 30]"
24,323,646,100000,"[28, 29, 30]"
25,504,1008,100000,[38]
26,170,100000,119,[32]
27,413,100000,100000,[]
28,216,432,100000,"[48, 49]"
29,415,100000,100000,"[31, 32, 35, 38]"
30,39,100000,100000,"[33, 34, 35]"
31,448,896,100000,"[36, 40]"
32,69,100000,48,[]
33,73,100000,100000,"[37, 38, 40, 50]"
34,126,100000,100000,"[39, 40]"
35,220,440,100000,"[36, 48]"
36,101,100000,71,[41]
37,177,354,100000,"[43, 44, 49]"
38,223,100000,100000,"[47, 48]"
39,326,652,228,"[41, 42]"
40,142,100000,99,[]
41,507,100000,100000,"[45, 46, 47]"
42,199,100000,100000,"[49, 50]"
43,73,100000,51,[48]
44,221,442,100000,[46]
45,347,100000,100000,[]
46,162,100000,113,[]
47,71,142,100000,[]
48,104,100000,73,[]
49,70,140,100000,[]
50,43,100000,100000,[]
