task,th,tr,tc,successor
1,142,100000,99,[25]
2,28,100000,100000,[25]
3,173,346,100000,"[10, 40]"
4,20,40,100000,[9]
5,131,100000,100000,"[7, 8, 11, 24]"
6,145,100000,102,"[25, 40]"
7,62,100000,100000,"[12, 23]"
8,129,258,90,"[13, 48]"
9,487,100000,100000,"[14, 15]"
10,491,982,100000,[]
11,35,100000,100000,[22]
12,525,1050,100000,[18]
13,465,100000,100000,[19]
14,143,100000,100000,"[16, 17, 20, 22, 23, 24]"
15,159,100000,111,"[21, 24, 40]"
16,242,484,100000,[25]
17,551,100000,100000,[25]
18,77,100000,54,[28]
19,146,100000,100000,[29]
20,312,624,100000,[26]
21,96,100000,100000,[27]
22,266,532,100000,[30]
23,270,100000,100000,"[31, 32]"
24,151,100000,106,[]
25,410,820,287,"[33, 34, 35, 36, 41]"
26,38,76,100000,[37]
27,216,100000,100000,[38]
28,73,146,100000,[39]
29,367,100000,257,[47]
30,124,100000,87,[40]
31,71,100000,100000,[]
32,137,274,96,[]
33,151,302,106,"[45, 46]"
34,56,100000,100000,[]
35,336,672,100000,[45]
36,209,100000,100000,[]
37,167,100000,117,[42]
38,182,364,127,[44]
39,72,100000,50,[43]
40,503,1006,100000,[47]
41,279,558,195,[]
42,447,894,313,[48]
43,21,100000,15,[49]
44,189,100000,100000,[]
45,569,100000,398,[50]
46,74,100000,100000,[]
47,79,158,55,[]
48,198,100000,100000,[]
49,221,442,155,[]
50,289,100000,100000,[]
