task,th,tr,tc,successor
1,231,462,162,[8]
2,170,100000,100000,"[7, 9, 10]"
3,544,100000,100000,"[14, 15, 45]"
4,197,394,138,"[10, 13, 21]"
5,78,100000,100000,"[10, 14]"
6,237,100000,100000,"[11, 12]"
7,152,100000,100000,[16]
8,35,100000,24,[20]
9,33,100000,100000,[18]
10,91,182,64,"[17, 37]"
11,185,100000,100000,"[19, 20]"
12,523,100000,100000,"[22, 49]"
13,196,392,137,[]
14,301,100000,211,"[21, 33]"
15,399,798,100000,[]
16,513,1026,359,[24]
17,158,100000,111,[23]
18,44,88,100000,[25]
19,90,100000,63,[26]
20,109,100000,76,[]
21,60,120,100000,"[27, 28, 44]"
22,188,100000,100000,[]
23,50,100,100000,[33]
24,183,366,100000,[30]
25,157,100000,110,[31]
26,510,100000,100000,[32]
27,193,386,100000,[29]
28,510,100000,357,[48]
29,285,100000,100000,[34]
30,208,100000,100000,[35]
31,264,528,100000,[36]
32,89,178,62,[37]
33,53,100000,37,"[38, 47]"
34,29,100000,20,[41]
35,78,156,100000,[39]
36,250,500,100000,[40]
37,444,100000,100000,"[43, 44, 45]"
38,35,100000,100000,[42]
39,152,100000,106,[46]
40,28,56,100000,[47]
41,143,286,100000,[48]
42,27,54,19,[]
43,215,100000,100000,[]
44,203,100000,100000,"[49, 50]"
45,73,100000,51,[]
46,102,100000,100000,[]
47,97,194,100000,[]
48,99,100000,69,[]
49,122,100000,85,[]
50,445,890,100000,[]
