task,th,tr,tc,successor
1,465,930,326,[12]
2,415,100000,100000,[12]
3,444,100000,100000,[12]
4,357,100000,100000,[12]
5,607,100000,425,"[7, 8, 9, 11]"
6,284,568,100000,[10]
7,510,1020,357,[12]
8,496,100000,100000,[12]
9,439,100000,307,"[13, 14]"
10,572,1144,100000,"[17, 18]"
11,552,100000,386,"[15, 16, 19]"
12,358,100000,251,"[20, 21, 22, 23]"
13,626,100000,438,[24]
14,610,1220,100000,"[25, 26]"
15,445,100000,100000,[]
16,450,100000,100000,[]
17,382,100000,267,[]
18,497,994,100000,[27]
19,589,100000,412,[]
20,392,784,100000,"[31, 34]"
21,482,100000,100000,[33]
22,464,100000,100000,[]
23,377,754,100000,[]
24,414,100000,290,[29]
25,743,1486,100000,[30]
26,549,1098,100000,[28]
27,645,1290,451,[32]
28,308,100000,216,[35]
29,571,100000,100000,[37]
30,463,100000,100000,[36]
31,408,100000,100000,[38]
32,634,100000,444,[39]
33,752,1504,100000,"[40, 44]"
34,353,100000,247,[]
35,539,1078,100000,[41]
36,505,100000,354,[43]
37,475,950,100000,[42]
38,754,1508,528,[43]
39,439,100000,100000,"[44, 45]"
40,528,100000,100000,[]
41,527,1054,100000,[47]
42,541,100000,379,[46]
43,668,1336,100000,[49]
44,646,100000,100000,[]
45,492,984,344,"[48, 50]"
46,426,852,298,[]
47,440,100000,100000,[]
48,386,100000,100000,[]
49,631,1262,100000,[]
50,358,100000,251,[]
