task,th,tr,tc,successor
1,303,606,100000,[37]
2,84,100000,100000,[12]
3,130,260,100000,[6]
4,80,160,100000,"[5, 7, 8, 9, 10, 11]"
5,231,462,162,[12]
6,244,100000,171,[12]
7,104,208,73,[12]
8,153,100000,100000,[34]
9,141,100000,100000,[34]
10,144,288,100000,"[15, 25]"
11,191,382,100000,"[13, 14]"
12,119,100000,83,"[16, 17, 18, 19, 20, 23]"
13,246,100000,172,"[20, 21, 24]"
14,58,100000,100000,"[20, 21, 27]"
15,111,222,100000,"[27, 28, 30, 31]"
16,229,458,100000,"[22, 25, 26]"
17,213,100000,100000,"[22, 35]"
18,74,100000,100000,"[22, 24]"
19,272,544,100000,[36]
20,381,100000,267,"[22, 25, 26]"
21,140,100000,98,"[23, 31]"
22,180,360,126,[34]
23,258,100000,181,"[25, 29, 48]"
24,99,100000,100000,"[25, 26, 27]"
25,52,104,100000,[37]
26,158,316,111,"[28, 29, 30, 31]"
27,87,100000,100000,[29]
28,192,100000,134,[34]
29,67,100000,100000,[33]
30,30,60,21,"[34, 35, 36]"
31,216,100000,100000,"[32, 33, 35]"
32,300,100000,100000,[37]
33,117,100000,100000,[37]
34,219,100000,100000,"[38, 39, 40, 41, 42]"
35,62,100000,43,"[37, 43]"
36,231,462,100000,"[37, 48]"
37,61,122,100000,"[44, 45, 46, 47]"
38,223,100000,100000,[48]
39,41,82,29,[]
40,128,256,100000,"[49, 50]"
41,84,100000,100000,[]
42,364,728,255,[48]
43,123,100000,86,[48]
44,108,216,100000,"[49, 50]"
45,99,100000,69,[50]
46,150,100000,100000,[]
47,132,100000,92,[50]
48,28,100000,20,[]
49,147,100000,100000,[]
50,201,100000,141,[]
