task,th,tr,tc,successor
1,208,100000,146,[9]
2,104,100000,73,[9]
3,116,100000,81,[43]
4,195,390,100000,[30]
5,225,450,158,"[6, 7, 8]"
6,61,100000,100000,[9]
7,77,154,54,[9]
8,57,100000,100000,"[10, 11, 12, 31]"
9,128,100000,100000,"[13, 14, 15, 16, 17, 18, 20]"
10,89,100000,100000,[30]
11,283,566,198,[]
12,176,352,100000,[19]
13,107,214,75,[38]
14,163,100000,114,[30]
15,314,628,100000,[23]
16,243,100000,170,"[21, 22]"
17,150,100000,100000,[25]
18,112,224,78,"[21, 22, 23]"
19,265,100000,186,[25]
20,75,100000,52,[39]
21,166,332,100000,[30]
22,59,100000,41,"[24, 25, 28]"
23,97,100000,100000,"[24, 26, 27]"
24,64,128,45,[30]
25,247,494,100000,[30]
26,146,292,100000,[30]
27,106,100000,100000,[37]
28,251,502,100000,"[29, 31, 38]"
29,216,100000,100000,[43]
30,184,368,100000,"[32, 33, 34, 35, 36]"
31,137,274,100000,"[36, 37]"
32,217,100000,100000,"[38, 42]"
33,25,100000,100000,"[37, 38, 42]"
34,230,100000,161,"[40, 41, 42, 43]"
35,65,100000,46,"[39, 41]"
36,29,58,20,"[40, 41, 42, 43]"
37,167,334,100000,[43]
38,162,100000,100000,[43]
39,178,356,125,[]
40,203,100000,100000,[44]
41,37,100000,100000,[45]
42,270,100000,100000,[]
43,223,100000,100000,"[46, 47, 48, 49, 50]"
44,119,100000,100000,[]
45,243,100000,170,[]
46,110,100000,100000,[]
47,297,100000,100000,[]
48,162,324,100000,[]
49,181,100000,100000,[]
50,186,372,130,[]
