task,th,tr,tc,successor
1,329,100000,100000,[5]
2,418,100000,100000,[6]
3,419,100000,100000,"[7, 8, 9, 12]"
4,547,100000,100000,"[10, 11, 37]"
5,499,100000,349,[13]
6,622,100000,100000,[14]
7,547,100000,383,[15]
8,569,100000,100000,[16]
9,458,100000,321,"[17, 36]"
10,644,100000,100000,"[18, 36]"
11,557,1114,100000,[]
12,356,712,100000,[19]
13,522,1044,100000,[22]
14,424,100000,100000,[21]
15,525,100000,368,[22]
16,420,840,294,[24]
17,418,836,100000,[20]
18,295,100000,100000,"[23, 25, 27]"
19,472,100000,100000,[26]
20,380,100000,100000,[30]
21,466,100000,326,[31]
22,488,100000,100000,"[28, 37, 44]"
23,432,100000,302,[29]
24,456,912,100000,[]
25,597,1194,100000,[]
26,317,634,100000,"[32, 49]"
27,863,1726,100000,[]
28,450,900,100000,[34]
29,518,100000,100000,[35]
30,477,100000,100000,[33]
31,462,100000,323,[36]
32,707,100000,495,"[36, 37, 38, 39]"
33,406,100000,284,[40]
34,671,1342,470,[43]
35,486,100000,340,[41]
36,406,812,100000,[42]
37,618,1236,100000,[]
38,467,934,327,[45]
39,386,100000,100000,[44]
40,437,874,306,[47]
41,410,820,100000,[47]
42,674,100000,100000,[46]
43,590,1180,413,[49]
44,546,1092,100000,[50]
45,500,100000,350,[48]
46,453,100000,317,[]
47,355,100000,248,[]
48,544,1088,100000,[]
49,369,100000,258,[]
50,629,1258,440,[]
