task,th,tr,tc,successor
1,79,158,100000,[12]
2,212,100000,148,[12]
3,130,260,91,[12]
4,222,444,100000,[24]
5,175,350,100000,"[7, 8, 9, 10, 11]"
6,117,234,82,"[7, 8, 9]"
7,282,100000,197,[12]
8,30,100000,100000,[24]
9,44,100000,100000,[39]
10,185,100000,130,[39]
11,178,100000,125,"[13, 14, 15, 26, 27]"
12,141,100000,100000,"[16, 17, 18, 19, 20, 21, 22]"
13,114,228,100000,[23]
14,76,100000,100000,"[22, 23, 25, 34]"
15,67,100000,100000,"[22, 34, 35, 36]"
16,379,100000,100000,[24]
17,109,100000,100000,[34]
18,84,100000,100000,"[35, 36]"
19,274,548,192,"[26, 27]"
20,31,62,100000,"[25, 26]"
21,124,248,100000,"[27, 36]"
22,110,100000,77,[24]
23,49,98,100000,"[35, 36]"
24,105,100000,100000,"[28, 29, 30, 31, 32, 33]"
25,30,100000,21,"[33, 36]"
26,155,310,100000,[35]
27,116,100000,81,"[33, 34, 38]"
28,67,100000,100000,[50]
29,175,100000,122,"[38, 39]"
30,92,100000,64,"[45, 46]"
31,67,134,47,"[37, 40]"
32,68,100000,100000,[38]
33,197,394,138,[39]
34,294,100000,100000,"[39, 40]"
35,156,100000,100000,"[37, 38]"
36,23,100000,100000,"[37, 40]"
37,161,322,100000,[39]
38,182,100000,127,[40]
39,35,70,100000,"[41, 42, 43, 44]"
40,113,100000,100000,"[45, 46, 47]"
41,53,100000,100000,[]
42,284,100000,199,[50]
43,201,402,100000,[]
44,63,100000,44,[]
45,115,100000,80,[48]
46,94,100000,100000,[]
47,73,146,100000,[49]
48,234,468,164,"[49, 50]"
49,134,268,100000,[]
50,79,158,55,[]
