task,th,tr,tc,successor
1,425,850,298,[6]
2,682,100000,100000,"[4, 9, 10]"
3,525,100000,100000,"[5, 7, 8, 9, 10]"
4,619,1238,100000,[11]
5,356,100000,249,[13]
6,298,100000,100000,[12]
7,521,100000,100000,[14]
8,423,846,296,[14]
9,534,1068,100000,[14]
10,486,972,100000,[14]
11,490,980,343,[15]
12,494,100000,346,[16]
13,289,100000,202,[17]
14,545,1090,100000,"[17, 18, 19]"
15,527,100000,369,[20]
16,512,100000,100000,[20]
17,498,996,100000,"[20, 21, 22]"
18,342,684,239,"[20, 21, 22]"
19,668,1336,100000,[20]
20,567,100000,397,"[24, 25]"
21,593,100000,100000,"[23, 29, 42, 50]"
22,519,100000,100000,"[35, 36]"
23,315,100000,220,[26]
24,537,100000,100000,[28]
25,461,100000,323,"[27, 29, 30, 31]"
26,772,100000,100000,[34]
27,598,1196,100000,[32]
28,551,1102,386,[33]
29,529,100000,370,[37]
30,634,1268,444,"[48, 50]"
31,568,100000,398,"[35, 36, 37, 46, 47]"
32,361,100000,100000,[42]
33,530,100000,100000,[41]
34,504,1008,353,[]
35,466,100000,100000,[38]
36,658,100000,461,[39]
37,359,100000,251,[40]
38,417,834,292,[43]
39,529,1058,100000,[44]
40,747,100000,100000,[45]
41,646,100000,100000,[46]
42,465,930,100000,[47]
43,440,100000,100000,[48]
44,396,792,100000,[48]
45,379,100000,100000,[48]
46,528,100000,100000,[50]
47,597,100000,418,[49]
48,493,986,100000,[]
49,522,1044,100000,[]
50,468,100000,100000,[]
