task,th,tr,tc,successor
1,325,650,227,"[4, 5]"
2,85,100000,59,"[4, 5]"
3,213,100000,100000,"[4, 5]"
4,194,388,100000,"[6, 7]"
5,160,100000,100000,"[6, 7]"
6,65,130,46,"[8, 9, 10]"
7,85,170,100000,"[8, 9, 10]"
8,84,168,59,"[11, 12, 13]"
9,161,100000,100000,"[11, 12, 13]"
10,37,74,26,"[11, 12, 13]"
11,316,100000,100000,"[14, 15, 16]"
12,264,100000,185,"[14, 15, 16]"
13,79,100000,100000,"[14, 15, 16]"
14,127,100000,89,"[17, 18, 19, 20]"
15,26,100000,100000,"[17, 18, 19, 20]"
16,280,560,196,"[17, 18, 19, 20]"
17,179,358,100000,[21]
18,36,72,25,[21]
19,149,100000,104,[21]
20,57,100000,40,[21]
21,137,274,96,"[22, 23, 24]"
22,260,100000,100000,"[25, 26, 27]"
23,165,100000,100000,"[25, 26, 27]"
24,36,72,100000,"[25, 26, 27]"
25,24,100000,100000,"[28, 29, 30, 31]"
26,120,240,100000,"[28, 29, 30, 31]"
27,71,100000,100000,[29]
28,177,100000,100000,"[34, 37, 38, 40]"
29,164,328,100000,"[32, 34, 37, 40]"
30,119,100000,100000,"[32, 33, 34]"
31,239,478,100000,"[32, 40]"
32,161,322,100000,"[38, 39, 50]"
33,123,100000,100000,"[35, 36]"
34,104,100000,100000,[39]
35,156,100000,109,[38]
36,267,534,100000,"[37, 39, 40]"
37,138,100000,100000,"[41, 42]"
38,307,100000,215,"[41, 46]"
39,118,100000,83,[47]
40,185,370,100000,[42]
41,266,532,186,[43]
42,264,100000,100000,[44]
43,207,100000,100000,[47]
44,165,100000,100000,"[45, 46]"
45,223,100000,156,[50]
46,90,100000,63,"[48, 49]"
47,78,156,100000,[48]
48,22,44,15,[]
49,178,100000,100000,[]
50,182,100000,127,[]
