task,th,tr,tc,successor
1,42,100000,100000,"[4, 6, 8]"
2,101,202,71,"[4, 5, 6, 7]"
3,235,470,100000,"[4, 5, 6, 7]"
4,151,302,100000,[10]
5,59,118,100000,"[8, 9]"
6,34,100000,100000,[9]
7,131,100000,100000,"[8, 9, 10]"
8,272,100000,100000,[12]
9,73,100000,100000,"[11, 12]"
10,48,96,34,[11]
11,360,720,252,"[13, 14, 15]"
12,21,100000,15,"[14, 15]"
13,21,100000,100000,"[16, 17]"
14,86,172,100000,"[16, 17]"
15,98,100000,100000,"[16, 17]"
16,136,100000,100000,"[18, 19]"
17,178,356,100000,"[18, 19]"
18,45,100000,100000,"[20, 21, 22]"
19,215,100000,150,"[20, 21, 22]"
20,23,46,16,"[23, 24]"
21,132,100000,92,"[23, 24]"
22,146,100000,102,"[23, 24]"
23,130,100000,100000,"[25, 26, 27]"
24,121,100000,100000,"[25, 26, 27]"
25,102,100000,100000,"[28, 29, 30]"
26,166,332,100000,"[28, 29, 30]"
27,242,484,169,[47]
28,128,100000,100000,[31]
29,209,418,100000,[32]
30,287,574,201,[31]
31,172,100000,100000,"[33, 34, 35]"
32,74,100000,100000,[35]
33,63,126,44,[36]
34,265,530,186,"[36, 37]"
35,252,504,100000,"[38, 40]"
36,146,100000,102,"[40, 41]"
37,140,100000,100000,[45]
38,169,100000,118,"[39, 41]"
39,60,120,42,"[43, 48, 50]"
40,281,100000,197,"[42, 43]"
41,143,286,100,"[42, 43]"
42,166,100000,116,"[44, 45]"
43,186,100000,100000,"[46, 47]"
44,26,100000,100000,"[48, 50]"
45,35,70,24,[49]
46,189,100000,132,[]
47,44,100000,100000,[49]
48,73,100000,100000,[]
49,71,142,100000,[]
50,125,100000,100000,[]
