task,th,tr,tc,successor
1,250,500,175,"[4, 6, 7]"
2,314,628,100000,"[5, 8, 15]"
3,475,950,100000,"[28, 43]"
4,125,100000,88,"[24, 34]"
5,62,100000,100000,"[9, 10, 20]"
6,311,622,100000,"[11, 12]"
7,454,100000,100000,"[9, 10]"
8,363,726,100000,"[9, 28]"
9,540,100000,378,"[14, 16]"
10,113,226,100000,[13]
11,115,100000,100000,"[31, 43]"
12,253,100000,177,[15]
13,52,100000,36,[17]
14,109,100000,76,"[18, 19, 35]"
15,177,354,124,"[17, 18, 20]"
16,193,100000,100000,[17]
17,168,100000,100000,"[23, 24]"
18,104,208,100000,"[21, 33, 34]"
19,350,100000,245,"[21, 23, 37]"
20,439,100000,100000,"[22, 29, 39]"
21,60,120,42,[40]
22,349,100000,100000,"[26, 28, 30, 43]"
23,63,100000,44,"[27, 29]"
24,205,100000,100000,"[25, 30]"
25,90,180,100000,"[31, 33, 37]"
26,492,984,344,[34]
27,389,778,272,"[33, 36]"
28,108,100000,76,"[31, 34, 36]"
29,160,100000,100000,[32]
30,484,968,339,"[35, 44, 50]"
31,339,100000,237,"[38, 40, 47]"
32,119,238,100000,"[38, 41, 46]"
33,576,100000,100000,[39]
34,198,396,139,[42]
35,279,558,100000,"[36, 37]"
36,231,100000,100000,[]
37,118,100000,100000,[40]
38,163,326,114,[]
39,209,418,100000,"[41, 42, 43, 49]"
40,256,100000,100000,"[45, 46, 49]"
41,152,100000,100000,[47]
42,228,100000,100000,"[46, 48]"
43,296,100000,100000,"[44, 50]"
44,106,212,74,[]
45,432,864,100000,[]
46,163,100000,100000,[]
47,255,100000,100000,[]
48,126,100000,88,[]
49,132,100000,100000,[]
50,128,100000,90,[]
