task,th,tr,tc,successor
1,530,100000,100000,[8]
2,428,856,100000,[8]
3,415,830,100000,[8]
4,641,1282,449,[8]
5,397,100000,278,"[9, 10]"
6,302,100000,100000,"[11, 22, 26]"
7,670,100000,469,"[11, 12]"
8,502,100000,100000,"[13, 14, 15, 16, 17]"
9,608,100000,100000,[41]
10,453,100000,100000,"[18, 23]"
11,502,100000,351,[]
12,502,1004,100000,"[19, 21, 32]"
13,715,100000,100000,[24]
14,649,1298,100000,"[21, 22]"
15,660,100000,100000,[23]
16,483,100000,338,[]
17,236,472,165,[21]
18,554,100000,100000,[40]
19,477,100000,334,[20]
20,479,958,100000,[24]
21,462,100000,100000,[24]
22,366,732,100000,[24]
23,417,834,100000,"[25, 26, 27]"
24,521,100000,100000,"[28, 29, 30, 31]"
25,258,516,181,[39]
26,340,680,100000,[32]
27,218,100000,100000,[32]
28,428,856,300,[34]
29,631,100000,100000,"[33, 34]"
30,433,100000,303,"[33, 34]"
31,390,100000,100000,"[34, 35]"
32,484,100000,100000,[33]
33,283,566,100000,[35]
34,527,100000,369,"[41, 43]"
35,362,724,253,"[36, 37, 38, 39, 40]"
36,431,100000,302,[41]
37,505,100000,354,[41]
38,452,904,100000,[41]
39,290,580,203,"[42, 45]"
40,471,100000,100000,"[43, 44]"
41,650,100000,455,"[46, 47, 48, 49, 50]"
42,651,100000,100000,[]
43,669,1338,100000,[]
44,446,100000,312,[]
45,491,100000,344,[]
46,512,1024,100000,[]
47,498,996,349,[]
48,718,1436,503,[]
49,309,100000,100000,[]
50,607,100000,100000,[]
