task,th,tr,tc,successor
1,303,100000,212,"[8, 12]"
2,69,138,100000,[9]
3,37,100000,26,"[6, 7]"
4,249,498,100000,"[6, 10]"
5,34,100000,100000,"[6, 7, 8, 13]"
6,194,100000,136,"[12, 23]"
7,237,474,166,"[11, 22]"
8,276,552,193,"[11, 17]"
9,285,570,100000,[13]
10,188,376,100000,"[11, 22]"
11,45,100000,100000,"[14, 15, 29]"
12,49,100000,100000,"[14, 16, 18, 24]"
13,514,1028,360,"[14, 17, 32, 33]"
14,537,100000,100000,[]
15,182,364,127,"[23, 24]"
16,205,100000,100000,"[21, 22, 26, 28]"
17,108,100000,76,"[19, 35, 46]"
18,285,100000,100000,"[19, 20, 41]"
19,74,100000,100000,"[25, 27]"
20,38,100000,100000,"[27, 28]"
21,224,100000,100000,"[29, 33]"
22,395,790,276,"[27, 47]"
23,182,100000,100000,"[27, 28, 36]"
24,508,100000,100000,"[25, 26]"
25,161,100000,113,[34]
26,64,100000,100000,"[30, 32, 33, 34]"
27,185,370,130,"[30, 45]"
28,493,986,100000,[31]
29,331,100000,232,[40]
30,41,82,100000,[]
31,309,618,216,"[34, 38]"
32,241,100000,169,"[35, 36, 37]"
33,79,158,100000,"[38, 39, 40, 47]"
34,191,100000,100000,"[39, 40, 49]"
35,119,100000,83,"[39, 40]"
36,223,446,100000,[41]
37,283,100000,100000,"[39, 42, 43]"
38,30,100000,21,[42]
39,404,808,283,[]
40,410,100000,100000,"[45, 48]"
41,217,100000,152,"[44, 47]"
42,149,100000,100000,[46]
43,29,58,20,"[45, 48, 49]"
44,548,100000,100000,[]
45,167,100000,100000,[50]
46,35,70,100000,[50]
47,203,100000,100000,[49]
48,202,100000,100000,[50]
49,375,750,262,[]
50,99,198,100000,[]
