task,th,tr,tc,successor
1,99,100000,100000,[9]
2,215,430,150,"[6, 7]"
3,296,100000,100000,"[4, 5, 6, 8]"
4,253,100000,177,[38]
5,229,100000,100000,[9]
6,255,510,178,[9]
7,109,100000,76,[9]
8,83,100000,100000,"[9, 10, 11, 12]"
9,327,100000,100000,"[13, 14, 15, 16, 17, 18, 19]"
10,104,100000,73,[13]
11,169,100000,100000,"[24, 32, 33, 34]"
12,291,100000,100000,"[19, 21, 24, 29]"
13,222,100000,100000,[36]
14,167,100000,100000,[20]
15,265,530,186,"[21, 22]"
16,83,166,100000,"[20, 29]"
17,161,100000,100000,"[23, 25]"
18,37,74,100000,[22]
19,131,262,100000,[20]
20,514,100000,360,[38]
21,208,100000,100000,[38]
22,212,100000,148,"[23, 24, 25, 26, 27]"
23,520,100000,100000,[30]
24,146,100000,102,"[28, 36]"
25,164,328,100000,[29]
26,69,138,48,"[28, 35]"
27,254,508,100000,[29]
28,369,738,100000,[38]
29,23,100000,16,"[30, 31, 32, 33, 34]"
30,562,100000,100000,[36]
31,467,934,327,[36]
32,150,300,100000,[36]
33,126,252,100000,[36]
34,214,100000,100000,"[35, 36, 37]"
35,24,48,17,[38]
36,448,896,100000,"[39, 40, 41, 42, 43, 44, 45]"
37,116,232,81,[38]
38,491,100000,100000,"[46, 47, 48, 49, 50]"
39,422,100000,100000,[]
40,146,292,100000,[]
41,439,100000,100000,[]
42,73,100000,100000,[]
43,88,100000,100000,[]
44,363,100000,254,[]
45,525,100000,368,[]
46,128,100000,90,[]
47,533,1066,373,[]
48,108,216,100000,[]
49,385,770,270,[]
50,113,100000,79,[]
