task,th,tr,tc,successor
1,51,100000,36,"[7, 13]"
2,276,100000,193,"[6, 10, 15]"
3,68,100000,100000,"[5, 6]"
4,117,234,100000,"[8, 9, 10]"
5,90,100000,100000,"[13, 15, 28, 31]"
6,286,572,100000,"[11, 12, 13, 14]"
7,193,100000,100000,"[12, 15]"
8,433,866,100000,"[11, 12, 13]"
9,266,532,100000,"[30, 31]"
10,112,100000,78,"[11, 13, 14, 20]"
11,190,380,133,"[16, 17, 27]"
12,128,256,100000,"[16, 17, 18]"
13,37,74,100000,"[23, 36, 37, 40]"
14,134,100000,94,"[33, 47]"
15,279,558,100000,[29]
16,106,100000,100000,"[19, 21, 22]"
17,118,100000,83,"[19, 24, 31, 32]"
18,347,100000,100000,"[19, 20, 23, 28]"
19,500,100000,100000,"[26, 38]"
20,181,362,127,[44]
21,178,100000,100000,[28]
22,200,100000,140,[25]
23,42,84,29,[27]
24,263,100000,184,[30]
25,176,352,100000,"[31, 36]"
26,32,100000,100000,[29]
27,41,82,100000,"[30, 43, 44]"
28,163,326,114,[32]
29,327,654,229,[39]
30,160,100000,112,"[33, 45]"
31,171,100000,100000,"[33, 38, 40]"
32,274,548,192,"[33, 34, 35]"
33,122,100000,85,"[41, 42, 48]"
34,343,100000,100000,"[36, 40, 41, 44]"
35,277,554,100000,"[37, 38, 39, 45]"
36,146,100000,102,[45]
37,178,356,100000,[44]
38,462,924,323,[43]
39,185,100000,100000,[50]
40,251,502,100000,"[42, 45]"
41,136,100000,100000,[]
42,469,100000,328,"[46, 49, 50]"
43,497,100000,100000,[48]
44,56,100000,100000,[46]
45,58,116,100000,[47]
46,103,100000,100000,[]
47,223,100000,100000,[]
48,70,100000,49,[]
49,103,100000,100000,[]
50,339,100000,237,[]
