task,th,tr,tc,successor
1,520,1040,100000,"[9, 12, 18]"
2,299,598,209,"[7, 8, 10, 13]"
3,519,1038,363,"[10, 11]"
4,282,100000,197,[49]
5,602,100000,421,"[6, 13]"
6,377,754,100000,[15]
7,607,1214,100000,[29]
8,513,100000,359,"[16, 24]"
9,648,1296,100000,"[39, 45]"
10,391,100000,274,[14]
11,499,998,100000,"[14, 18]"
12,660,100000,462,[14]
13,630,1260,100000,"[19, 23]"
14,392,784,100000,"[16, 17, 19]"
15,548,100000,100000,"[16, 17, 18, 24]"
16,607,1214,100000,"[22, 25]"
17,584,100000,409,"[23, 49]"
18,643,1286,450,[25]
19,609,100000,100000,"[20, 21, 24]"
20,413,100000,100000,"[26, 27, 28]"
21,532,100000,372,[44]
22,474,948,100000,[26]
23,464,100000,100000,"[39, 43]"
24,437,100000,100000,[36]
25,439,100000,307,"[27, 28]"
26,707,100000,100000,[32]
27,588,100000,412,[29]
28,498,100000,100000,"[29, 30, 31, 32]"
29,434,868,100000,"[33, 34]"
30,288,576,100000,"[48, 49]"
31,443,100000,310,[40]
32,783,100000,548,"[35, 38]"
33,455,100000,318,"[36, 38, 43]"
34,476,100000,100000,"[40, 42, 44, 45, 47]"
35,669,100000,100000,"[37, 39, 40]"
36,321,642,100000,[44]
37,575,1150,402,"[43, 45, 47]"
38,522,100000,100000,[]
39,664,100000,465,"[41, 42]"
40,599,1198,100000,"[46, 48]"
41,371,100000,100000,[]
42,445,890,312,[50]
43,619,1238,100000,[]
44,437,874,306,[49]
45,499,100000,100000,[50]
46,589,100000,100000,[49]
47,479,100000,100000,[48]
48,421,100000,100000,[]
49,682,100000,100000,[]
50,703,100000,492,[]
