task,th,tr,tc,successor
1,302,100000,211,"[17, 23, 24]"
2,522,100000,100000,"[11, 20]"
3,161,100000,113,"[8, 10, 11]"
4,235,470,100000,"[13, 26]"
5,479,958,335,"[8, 9, 10, 11]"
6,567,100000,100000,"[8, 9, 18]"
7,413,100000,100000,[9]
8,92,100000,100000,"[12, 13, 26]"
9,117,100000,82,"[12, 32]"
10,89,178,62,"[14, 15]"
11,234,468,100000,"[19, 24]"
12,64,128,45,"[19, 20, 35]"
13,194,100000,100000,[17]
14,479,100000,335,[18]
15,143,100000,100000,[16]
16,100,100000,100000,"[21, 23, 24]"
17,97,194,68,"[21, 22, 25]"
18,49,100000,100000,"[21, 33, 34]"
19,303,606,100000,[]
20,636,1272,445,"[22, 33]"
21,371,742,100000,[27]
22,228,456,100000,[29]
23,120,100000,100000,"[30, 39, 49]"
24,58,100000,100000,"[26, 35]"
25,146,292,102,"[28, 33]"
26,145,290,100000,"[29, 33, 34]"
27,411,100000,288,"[31, 32]"
28,322,100000,225,"[30, 32, 41, 46]"
29,102,204,71,"[41, 45]"
30,115,230,100000,[45]
31,70,100000,49,"[35, 36]"
32,118,100000,100000,"[44, 48]"
33,391,782,100000,"[36, 43]"
34,438,876,307,"[40, 41]"
35,73,100000,100000,"[38, 39, 40, 41, 46]"
36,103,100000,72,"[37, 38]"
37,285,570,100000,"[42, 45, 47]"
38,561,100000,100000,[]
39,206,100000,100000,[48]
40,551,100000,100000,"[43, 45]"
41,119,100000,100000,[44]
42,164,328,100000,"[46, 48]"
43,295,100000,100000,[49]
44,80,100000,56,"[47, 49, 50]"
45,270,100000,100000,[48]
46,28,100000,100000,[]
47,487,100000,341,[]
48,102,100000,71,[]
49,121,242,100000,[]
50,38,76,27,[]
