task,th,tr,tc,successor
1,194,100000,100000,[7]
2,188,100000,132,[8]
3,137,100000,100000,"[10, 11]"
4,465,100000,100000,[44]
5,310,100000,217,[12]
6,354,100000,248,"[9, 13]"
7,155,100000,108,[14]
8,40,100000,100000,[15]
9,260,520,100000,[]
10,400,100000,280,[18]
11,212,100000,100000,[22]
12,416,100000,100000,"[16, 17, 19]"
13,142,284,99,[18]
14,33,66,100000,"[20, 21]"
15,84,168,100000,"[22, 24]"
16,98,196,100000,[24]
17,284,100000,100000,[]
18,265,530,186,[23]
19,82,164,100000,[]
20,171,100000,100000,[25]
21,231,462,162,[28]
22,27,54,100000,"[26, 29, 30]"
23,171,100000,120,"[27, 29]"
24,134,100000,100000,[]
25,487,100000,341,[31]
26,23,100000,100000,[33]
27,302,100000,100000,[34]
28,150,100000,100000,[35]
29,399,100000,279,[32]
30,157,100000,110,[36]
31,528,1056,370,[38]
32,257,514,180,[39]
33,200,100000,140,[40]
34,177,354,124,[42]
35,167,100000,100000,[41]
36,146,292,100000,"[37, 43, 44]"
37,569,1138,398,[45]
38,79,100000,100000,[47]
39,111,100000,100000,[46]
40,349,100000,244,[48]
41,244,488,100000,[47]
42,117,100000,100000,[49]
43,476,100000,100000,[]
44,268,100000,100000,[50]
45,28,56,20,[]
46,157,314,100000,[]
47,542,1084,100000,[]
48,63,126,44,[]
49,42,84,100000,[]
50,72,100000,100000,[]
