task,th,tr,tc,successor
1,171,342,100000,[5]
2,185,100000,100000,[6]
3,203,406,100000,"[7, 9, 13]"
4,179,358,125,"[8, 9, 12]"
5,228,100000,100000,[12]
6,124,248,100000,[13]
7,55,110,100000,[11]
8,141,282,100000,"[10, 13]"
9,462,924,323,"[33, 35]"
10,52,104,100000,[14]
11,158,100000,111,[17]
12,121,242,100000,"[15, 16, 19]"
13,229,100000,100000,"[15, 16, 17, 18, 19]"
14,46,100000,100000,[22]
15,67,100000,100000,"[20, 23, 24]"
16,292,100000,204,"[21, 24]"
17,178,100000,100000,"[42, 49, 50]"
18,471,100000,330,[24]
19,236,472,100000,[24]
20,70,100000,100000,[25]
21,452,100000,316,[26]
22,313,100000,219,[29]
23,493,986,345,[28]
24,200,100000,140,"[27, 29]"
25,220,440,100000,[32]
26,306,100000,214,[32]
27,98,100000,69,[30]
28,199,100000,139,[31]
29,88,100000,62,"[32, 33]"
30,213,426,100000,[34]
31,101,202,100000,[35]
32,106,100000,100000,"[34, 35, 36]"
33,275,100000,192,"[34, 37, 42]"
34,45,90,31,"[38, 40, 41]"
35,514,100000,100000,"[39, 42]"
36,47,94,33,[49]
37,531,1062,372,"[39, 40]"
38,34,100000,100000,[43]
39,203,406,100000,"[44, 45, 46]"
40,138,100000,100000,[]
41,165,100000,100000,[47]
42,142,284,100000,[]
43,443,100000,100000,[49]
44,501,100000,100000,[48]
45,389,778,272,[50]
46,311,100000,100000,[]
47,179,100000,125,[]
48,149,100000,100000,[]
49,163,100000,114,[]
50,157,100000,100000,[]
