task,th,tr,tc,successor
1,44,88,31,[7]
2,150,300,105,"[11, 12]"
3,149,298,104,"[8, 9, 29]"
4,165,330,100000,[35]
5,282,100000,100000,[]
6,88,100000,62,"[10, 13]"
7,195,390,136,"[19, 44]"
8,21,42,100000,"[17, 21]"
9,83,166,100000,"[14, 20]"
10,175,100000,122,[15]
11,194,100000,136,[]
12,241,100000,100000,"[15, 16]"
13,186,100000,100000,[18]
14,87,174,100000,[]
15,104,208,100000,[]
16,118,100000,100000,"[23, 25]"
17,305,610,100000,[]
18,117,100000,82,[]
19,100,100000,100000,[22]
20,26,100000,100000,"[24, 49]"
21,227,100000,100000,[]
22,224,100000,157,"[26, 28]"
23,137,100000,96,[29]
24,276,100000,193,[]
25,98,100000,100000,"[27, 41]"
26,189,100000,132,"[32, 34, 36, 41]"
27,98,196,100000,[31]
28,100,200,70,[33]
29,238,100000,167,"[30, 33, 35, 37]"
30,147,294,100000,[39]
31,153,100000,100000,"[38, 42]"
32,156,100000,109,[]
33,275,550,100000,[50]
34,156,100000,109,[45]
35,165,100000,115,[]
36,111,222,78,[]
37,273,100000,100000,"[40, 41]"
38,111,100000,100000,"[44, 49]"
39,47,94,33,"[45, 48, 50]"
40,94,188,100000,[]
41,99,100000,100000,"[43, 46, 47]"
42,43,100000,100000,[]
43,172,344,100000,[]
44,176,352,123,[]
45,153,100000,100000,[]
46,162,100000,100000,[]
47,146,100000,100000,[]
48,34,100000,100000,[]
49,147,100000,100000,[]
50,66,132,100000,[]
