task,th,tr,tc,successor
1,463,926,324,[10]
2,226,452,158,[11]
3,542,1084,379,[12]
4,522,1044,100000,[13]
5,266,100000,100000,"[9, 21, 26]"
6,276,100000,193,[14]
7,252,504,100000,[15]
8,46,100000,32,"[16, 40]"
9,127,100000,100000,[17]
10,271,100000,190,[20]
11,204,408,100000,[19]
12,325,100000,227,[21]
13,64,128,100000,[20]
14,36,72,25,"[18, 22, 24, 25, 29]"
15,159,100000,100000,"[24, 25]"
16,324,100000,100000,"[23, 26]"
17,203,100000,142,[29]
18,571,1142,400,[27]
19,60,100000,100000,[28]
20,202,404,141,[]
21,264,100000,100000,[]
22,482,100000,100000,[31]
23,483,100000,100000,"[29, 46]"
24,251,502,176,[49]
25,23,46,100000,[30]
26,501,100000,100000,[44]
27,74,100000,52,[32]
28,48,96,100000,[33]
29,425,850,100000,[42]
30,265,100000,186,"[34, 36, 40]"
31,37,100000,26,[35]
32,36,100000,100000,[37]
33,298,100000,100000,[38]
34,340,100000,100000,[50]
35,506,100000,100000,"[39, 40]"
36,187,374,100000,[39]
37,48,96,100000,[42]
38,166,100000,116,[43]
39,592,100000,100000,"[41, 44]"
40,262,524,100000,"[45, 46]"
41,23,100000,100000,[47]
42,25,100000,18,[]
43,82,100000,100000,[]
44,474,100000,332,"[48, 49, 50]"
45,62,100000,100000,[]
46,432,864,302,[]
47,48,96,34,[]
48,86,100000,100000,[]
49,246,100000,100000,[]
50,203,406,100000,[]
