task,th,tr,tc,successor
1,57,114,100000,"[5, 6, 7, 27]"
2,113,100000,100000,"[10, 32]"
3,210,100000,147,[9]
4,207,100000,100000,"[8, 16]"
5,135,270,100000,[12]
6,150,100000,100000,[13]
7,129,258,100000,"[11, 15, 17, 19, 25]"
8,100,200,70,"[14, 19]"
9,135,270,94,"[16, 18, 20, 31]"
10,21,100000,15,"[39, 60]"
11,110,220,100000,[21]
12,78,156,100000,[24]
13,76,100000,100000,[23]
14,93,100000,100000,[22]
15,59,100000,100000,[55]
16,94,188,100000,"[25, 69]"
17,223,446,156,"[26, 40]"
18,108,100000,100000,[98]
19,195,390,136,[28]
20,166,100000,100000,[27]
21,225,100000,158,[29]
22,99,100000,69,[31]
23,251,100000,176,[30]
24,22,100000,100000,[33]
25,297,594,208,[48]
26,219,438,100000,[69]
27,221,100000,155,"[48, 56, 89]"
28,101,100000,71,"[32, 80]"
29,119,238,100000,[34]
30,91,100000,100000,[35]
31,62,100000,100000,"[36, 37, 38, 39, 48]"
32,110,100000,77,"[40, 68]"
33,97,194,68,[]
34,71,142,50,[41]
35,120,240,84,[42]
36,55,100000,100000,[43]
37,48,96,34,[46]
38,68,100000,100000,"[44, 45, 47, 49, 50, 98]"
39,87,100000,100000,[51]
40,60,100000,42,"[48, 94, 96]"
41,73,146,100000,[55]
42,41,100000,100000,[54]
43,122,100000,85,[56]
44,54,108,100000,[52]
45,295,100000,206,[53]
46,23,46,16,[57]
47,332,100000,100000,"[59, 60]"
48,25,100000,100000,[]
49,124,100000,87,[58]
50,94,100000,100000,[]
51,64,128,45,"[59, 70]"
52,531,100000,100000,[61]
53,222,100000,155,[64]
54,81,162,57,[65]
55,101,100000,100000,"[62, 63, 70]"
56,93,100000,65,"[68, 69, 93]"
57,78,156,100000,[]
58,270,100000,189,"[66, 71]"
59,179,100000,100000,[67]
60,123,100000,100000,[]
61,234,468,100000,[72]
62,91,182,100000,[75]
63,125,100000,100000,[76]
64,192,384,134,[73]
65,262,100000,100000,[77]
66,85,100000,59,[78]
67,101,202,71,[79]
68,144,100000,101,[74]
69,110,100000,100000,[82]
70,57,100000,100000,[80]
71,113,226,100000,"[81, 97]"
72,277,554,194,[88]
73,127,254,100000,[83]
74,59,118,100000,[84]
75,259,518,181,[85]
76,72,100000,50,[89]
77,40,100000,100000,[86]
78,61,122,100000,[88]
79,137,274,96,[87]
80,78,100000,100000,"[90, 95, 99]"
81,48,100000,100000,[90]
82,206,100000,100000,"[91, 92]"
83,212,100000,100000,[93]
84,93,100000,65,[94]
85,167,100000,117,[95]
86,145,290,100000,[93]
87,85,170,59,[93]
88,70,100000,100000,"[96, 99, 100]"
89,58,100000,100000,[97]
90,94,188,66,[]
91,114,228,100000,[]
92,118,236,100000,[98]
93,197,100000,100000,[]
94,163,100000,100000,[]
95,157,100000,110,[]
96,55,100000,100000,[]
97,180,360,100000,[]
98,76,100000,100000,[]
99,194,100000,100000,[]
100,108,100000,100000,[]
