task,th,tr,tc,successor
1,29,58,100000,"[5, 6, 7, 8]"
2,246,100000,100000,"[5, 6, 7, 8]"
3,38,76,27,"[5, 6, 7, 8]"
4,247,100000,173,"[5, 6, 7, 8]"
5,245,490,100000,"[9, 10, 11, 12, 13]"
6,234,468,100000,"[9, 10, 11, 12, 13]"
7,141,100000,99,"[9, 10, 11, 12, 13]"
8,96,100000,100000,"[9, 10, 11, 12, 13]"
9,538,100000,100000,"[14, 15, 16]"
10,517,100000,362,"[14, 15, 16]"
11,136,272,95,"[14, 15, 16]"
12,322,644,225,"[14, 15, 16]"
13,148,100000,100000,"[14, 15, 16]"
14,52,104,100000,"[17, 18, 19, 20]"
15,128,100000,100000,"[17, 18, 19, 20]"
16,81,100000,100000,"[17, 18, 19, 20]"
17,29,58,20,"[21, 22, 23, 24]"
18,343,100000,100000,"[21, 22, 23, 24]"
19,197,100000,138,"[21, 22, 23, 24]"
20,114,228,100000,"[21, 22, 23, 24]"
21,530,1060,100000,"[25, 26, 27]"
22,202,100000,100000,"[25, 26, 27]"
23,587,1174,100000,"[25, 26, 27]"
24,470,100000,329,"[25, 26, 27]"
25,233,466,163,"[28, 29]"
26,508,100000,356,"[28, 29]"
27,68,100000,48,"[28, 29]"
28,505,100000,100000,"[30, 31, 32, 33, 34]"
29,142,100000,100000,"[30, 31, 32, 33, 34]"
30,291,100000,204,"[35, 36, 37, 38]"
31,284,568,100000,"[35, 36, 37, 38]"
32,79,158,55,"[35, 36, 37, 38]"
33,86,100000,100000,"[35, 36, 37, 38]"
34,234,100000,100000,"[35, 36, 37, 38]"
35,187,374,100000,"[39, 40, 41, 42]"
36,572,100000,400,"[39, 40, 41, 42]"
37,169,100000,100000,"[39, 40, 41, 42]"
38,201,402,100000,"[39, 40, 41, 42]"
39,34,100000,24,"[43, 44, 45, 46]"
40,298,596,209,"[43, 44, 45, 46]"
41,182,364,100000,"[43, 44, 45, 46]"
42,127,100000,89,"[43, 44, 45, 46]"
43,185,370,130,"[47, 48, 49]"
44,408,100000,286,"[47, 48, 49]"
45,33,100000,23,"[47, 48, 49]"
46,50,100,100000,"[47, 48, 49]"
47,217,100000,152,"[50, 51]"
48,518,100000,100000,"[50, 51]"
49,438,100000,307,"[50, 51]"
50,263,526,100000,"[56, 91]"
51,85,170,100000,"[52, 53]"
52,231,100000,162,[55]
53,533,100000,373,"[54, 56]"
54,86,100000,60,"[57, 58, 59]"
55,32,100000,100000,"[58, 59]"
56,544,100000,100000,[75]
57,485,100000,100000,"[61, 66, 69]"
58,219,438,153,"[62, 70]"
59,148,100000,100000,"[60, 63, 64]"
60,511,100000,358,"[67, 69]"
61,547,1094,100000,"[65, 67, 68]"
62,222,444,100000,"[66, 67]"
63,465,100000,100000,"[65, 66, 67, 69]"
64,214,100000,100000,"[70, 74, 76]"
65,157,100000,100000,"[70, 72]"
66,219,100000,153,[89]
67,174,348,100000,"[71, 85]"
68,86,100000,100000,"[84, 89, 90]"
69,456,912,100000,"[71, 76, 82]"
70,96,100000,100000,[73]
71,123,246,100000,"[74, 78, 79]"
72,274,548,192,"[73, 74, 75]"
73,42,100000,100000,"[77, 78, 79]"
74,423,846,100000,"[90, 96]"
75,150,300,100000,"[76, 88]"
76,159,318,111,"[80, 95, 96]"
77,417,834,100000,[82]
78,270,540,100000,"[83, 86]"
79,457,914,320,"[81, 95, 97]"
80,372,744,260,[84]
81,103,100000,100000,[96]
82,131,100000,100000,[85]
83,458,100000,321,[]
84,152,100000,100000,"[94, 97]"
85,220,100000,100000,"[86, 87]"
86,31,100000,100000,"[88, 89, 90, 91]"
87,182,100000,127,"[88, 91]"
88,47,100000,100000,[92]
89,285,570,100000,"[94, 95, 96]"
90,446,892,100000,"[92, 94]"
91,113,100000,100000,"[93, 96]"
92,252,504,100000,[97]
93,484,100000,100000,[97]
94,103,100000,100000,[100]
95,54,100000,38,[]
96,43,100000,30,[100]
97,108,216,76,"[98, 99, 100]"
98,45,100000,31,[]
99,521,100000,100000,[]
100,525,100000,368,[]
