task,th,tr,tc,successor
1,846,100000,592,[9]
2,661,1322,100000,[11]
3,593,100000,100000,"[8, 10, 12, 13, 14]"
4,685,100000,100000,[12]
5,554,1108,100000,"[12, 13, 14]"
6,645,1290,100000,[12]
7,504,1008,100000,[12]
8,620,100000,100000,[16]
9,411,822,100000,[17]
10,478,100000,100000,[18]
11,310,100000,217,[15]
12,352,100000,246,"[19, 21, 22]"
13,582,100000,407,"[20, 22, 32]"
14,608,1216,100000,[21]
15,535,100000,374,[23]
16,506,100000,100000,[27]
17,555,1110,100000,[27]
18,614,100000,430,[24]
19,502,100000,100000,[25]
20,378,100000,265,[26]
21,468,100000,100000,"[27, 28]"
22,481,962,100000,"[27, 29, 31]"
23,521,100000,100000,[30]
24,472,944,330,[31]
25,341,100000,239,[32]
26,548,1096,384,[30]
27,470,940,329,"[30, 34, 35]"
28,575,1150,100000,"[30, 35]"
29,501,100000,100000,"[33, 34, 40]"
30,440,100000,308,"[36, 37, 38, 39, 40]"
31,482,100000,337,"[47, 52, 79]"
32,626,100000,100000,"[52, 55]"
33,242,100000,169,"[37, 39]"
34,421,842,100000,"[37, 38]"
35,535,100000,100000,"[37, 39]"
36,691,100000,484,[41]
37,617,1234,432,"[42, 44, 45, 46, 47]"
38,333,100000,100000,"[43, 45, 52, 55]"
39,788,100000,100000,[92]
40,424,100000,297,"[46, 47]"
41,350,100000,100000,[51]
42,639,100000,100000,[48]
43,298,100000,100000,[49]
44,499,100000,349,[50]
45,257,100000,100000,"[59, 91, 98]"
46,488,100000,100000,"[51, 52, 61]"
47,513,1026,359,"[72, 73, 91]"
48,481,962,100000,[53]
49,621,1242,100000,[54]
50,433,100000,100000,[55]
51,555,100000,100000,"[59, 78]"
52,508,1016,356,[56]
53,500,100000,350,[57]
54,544,100000,100000,[58]
55,609,100000,100000,"[59, 61, 98]"
56,377,754,100000,[60]
57,536,100000,100000,[64]
58,309,100000,216,[65]
59,507,1014,100000,"[62, 63, 67]"
60,550,1100,385,"[66, 72]"
61,503,1006,100000,[86]
62,528,100000,370,[69]
63,641,100000,449,[70]
64,547,100000,100000,[68]
65,319,638,100000,[72]
66,504,1008,100000,"[71, 73]"
67,522,1044,365,"[79, 86]"
68,751,1502,526,[74]
69,269,100000,100000,[79]
70,604,100000,100000,[77]
71,405,100000,100000,[76]
72,610,1220,427,"[75, 89, 95]"
73,606,100000,424,"[78, 96]"
74,547,1094,100000,[80]
75,676,100000,100000,[82]
76,407,100000,285,[84]
77,728,100000,100000,[83]
78,446,100000,100000,"[81, 85, 86]"
79,288,100000,100000,"[90, 97]"
80,278,556,195,[89]
81,409,818,100000,[87]
82,406,812,100000,[88]
83,702,1404,491,[90]
84,646,1292,452,"[91, 92]"
85,493,100000,345,[]
86,557,1114,100000,[92]
87,719,1438,100000,[93]
88,533,1066,373,[94]
89,232,100000,162,[96]
90,288,576,202,"[95, 96]"
91,471,100000,100000,[97]
92,406,100000,100000,"[94, 95]"
93,484,968,100000,[98]
94,223,100000,100000,[]
95,213,426,100000,"[99, 100]"
96,682,100000,477,[]
97,787,1574,551,[]
98,442,100000,100000,[]
99,414,100000,100000,[]
100,422,100000,295,[]
