task,th,tr,tc,successor
1,149,100000,100000,[5]
2,50,100000,35,"[10, 11]"
3,81,100000,57,"[5, 6, 7]"
4,79,158,100000,"[5, 6, 7]"
5,145,290,100000,"[8, 9, 10, 11]"
6,249,498,174,"[8, 9, 10, 11]"
7,117,100000,100000,"[8, 9, 10, 11]"
8,219,438,100000,"[12, 13, 14, 15, 16]"
9,265,530,100000,[12]
10,135,100000,100000,"[12, 13, 14, 15, 16]"
11,216,100000,151,"[12, 13, 14, 15, 16]"
12,95,100000,100000,"[17, 18, 20, 21, 22]"
13,228,456,100000,"[17, 18, 22]"
14,228,100000,160,"[17, 20, 21, 22]"
15,191,100000,134,"[17, 18, 19]"
16,45,100000,100000,"[17, 27]"
17,154,100000,108,"[24, 28]"
18,114,100000,80,"[23, 24, 25]"
19,105,100000,100000,"[23, 24, 25]"
20,37,100000,100000,"[23, 24, 25]"
21,155,100000,108,"[36, 38]"
22,112,100000,78,"[39, 46, 47, 48]"
23,118,236,83,"[26, 27, 28]"
24,194,100000,136,[29]
25,220,100000,100000,"[26, 27, 28]"
26,256,512,100000,[40]
27,284,568,100000,"[29, 30]"
28,221,100000,100000,"[29, 30]"
29,258,516,181,"[31, 32, 34, 35]"
30,90,100000,63,"[31, 32, 33, 35]"
31,73,100000,100000,[36]
32,92,100000,100000,"[38, 41, 42]"
33,33,66,100000,[36]
34,160,100000,112,[36]
35,140,280,100000,"[36, 37, 38]"
36,175,350,100000,"[39, 40]"
37,151,100000,100000,[51]
38,86,172,100000,"[39, 44, 52]"
39,33,100000,23,[54]
40,57,100000,100000,"[41, 42]"
41,94,100000,100000,"[43, 44, 45]"
42,243,100000,170,[43]
43,137,100000,96,"[46, 47]"
44,159,100000,111,"[47, 55]"
45,26,100000,18,"[46, 47, 48]"
46,187,100000,100000,"[49, 50]"
47,26,100000,100000,[53]
48,75,100000,52,[49]
49,179,358,100000,"[51, 52, 53, 54]"
50,54,108,100000,"[52, 53]"
51,30,60,100000,[62]
52,58,100000,100000,[58]
53,151,302,100000,"[56, 57, 58]"
54,143,286,100,"[55, 56, 57, 58]"
55,177,354,100000,"[62, 63]"
56,62,100000,100000,"[59, 60, 61, 62, 63]"
57,227,100000,159,"[59, 60, 61, 62, 63]"
58,59,100000,100000,"[59, 60, 61, 62, 63]"
59,106,212,74,[64]
60,183,366,100000,[64]
61,172,100000,120,[64]
62,147,294,100000,[64]
63,81,100000,57,[64]
64,102,100000,71,[65]
65,208,100000,146,"[66, 67, 68, 69]"
66,244,100000,100000,"[70, 71, 72]"
67,159,100000,100000,"[70, 71, 72]"
68,45,100000,31,"[70, 71, 72]"
69,171,100000,100000,"[70, 71, 72]"
70,30,60,21,"[73, 74, 75, 76]"
71,25,100000,18,"[73, 75]"
72,182,364,100000,[73]
73,79,100000,100000,"[81, 84]"
74,104,208,100000,"[78, 80]"
75,99,198,100000,"[88, 90]"
76,180,100000,100000,"[77, 79]"
77,292,584,100000,"[86, 94, 99]"
78,73,100000,100000,"[86, 87]"
79,182,364,100000,[84]
80,113,226,100000,"[92, 100]"
81,54,108,100000,"[82, 83, 88, 96]"
82,241,482,100000,"[86, 98]"
83,54,100000,38,[85]
84,137,100000,100000,"[85, 87, 88]"
85,33,66,100000,"[92, 93, 95]"
86,93,100000,65,[]
87,209,100000,100000,"[89, 90, 91, 94]"
88,243,486,100000,"[92, 93]"
89,74,100000,100000,[]
90,58,100000,41,[97]
91,181,362,100000,"[95, 96]"
92,131,262,100000,[]
93,68,100000,100000,[94]
94,252,100000,100000,"[98, 100]"
95,169,338,118,"[99, 100]"
96,89,100000,62,[]
97,76,152,53,[]
98,188,376,132,[]
99,42,84,29,[]
100,139,100000,97,[]
