task,th,tr,tc,successor
1,523,100000,366,[14]
2,442,100000,100000,[15]
3,627,1254,100000,"[12, 16, 41]"
4,628,1256,440,"[13, 98]"
5,330,660,100000,"[17, 20]"
6,536,100000,100000,"[70, 87]"
7,333,666,233,"[18, 19]"
8,404,100000,283,"[31, 70]"
9,532,100000,100000,"[22, 65, 95]"
10,435,100000,304,"[43, 92, 99, 100]"
11,389,778,272,[21]
12,534,1068,100000,[25]
13,554,100000,388,[26]
14,504,100000,100000,[28]
15,393,100000,100000,[24]
16,538,1076,377,[29]
17,638,1276,100000,[30]
18,549,1098,384,[23]
19,501,100000,100000,"[27, 32]"
20,544,100000,100000,"[32, 33, 87]"
21,525,1050,100000,"[31, 43]"
22,569,100000,100000,[]
23,638,100000,100000,[35]
24,482,100000,337,[36]
25,577,100000,100000,[39]
26,499,100000,100000,[39]
27,228,456,100000,[37]
28,672,1344,470,[39]
29,692,1384,100000,[39]
30,617,100000,432,[38]
31,453,100000,317,"[34, 42]"
32,471,100000,330,[43]
33,359,100000,251,"[40, 41, 43]"
34,428,100000,100000,[44]
35,530,1060,100000,[48]
36,302,604,100000,[45]
37,613,1226,429,[47]
38,432,864,302,[46]
39,544,100000,100000,[77]
40,553,100000,100000,"[85, 96]"
41,367,100000,100000,[77]
42,471,100000,100000,"[50, 51]"
43,530,100000,100000,"[49, 50, 52]"
44,415,830,100000,[53]
45,511,1022,100000,[54]
46,516,100000,100000,[55]
47,524,1048,100000,[57]
48,519,100000,363,[56]
49,386,100000,100000,"[88, 89, 94]"
50,339,678,100000,[58]
51,475,100000,100000,"[59, 83, 92]"
52,306,100000,100000,"[59, 71, 76]"
53,519,100000,100000,[60]
54,699,1398,100000,[64]
55,470,100000,329,[61]
56,323,100000,226,[63]
57,588,1176,100000,[64]
58,527,100000,100000,"[62, 65]"
59,282,564,100000,"[72, 85]"
60,420,100000,294,[66]
61,456,912,319,[67]
62,805,100000,564,[69]
63,471,100000,330,[70]
64,549,1098,100000,[]
65,728,100000,100000,"[68, 71, 72, 77, 84, 96]"
66,431,862,302,[73]
67,492,100000,344,[74]
68,435,100000,304,[75]
69,414,828,100000,[76]
70,576,100000,100000,"[77, 78, 79, 100]"
71,516,100000,100000,[]
72,480,960,100000,[]
73,539,1078,100000,[80]
74,330,660,231,[81]
75,329,100000,100000,[82]
76,582,100000,100000,"[83, 84]"
77,555,100000,388,[85]
78,494,988,100000,[85]
79,475,950,332,[]
80,495,100000,346,[86]
81,643,100000,450,[87]
82,328,656,230,[]
83,635,100000,444,"[89, 91, 93]"
84,550,1100,100000,[88]
85,433,100000,303,[90]
86,397,794,278,[92]
87,572,100000,100000,"[99, 100]"
88,601,100000,100000,[]
89,461,100000,100000,"[95, 96, 98]"
90,398,100000,279,"[93, 97]"
91,634,1268,100000,[94]
92,341,100000,100000,[]
93,641,100000,100000,[]
94,494,988,100000,[]
95,485,970,100000,[]
96,656,1312,459,[]
97,505,100000,354,[]
98,319,100000,223,[]
99,391,100000,100000,[]
100,563,100000,100000,[]
