task,th,tr,tc,successor
1,144,100000,101,[69]
2,283,566,100000,[69]
3,441,882,100000,[39]
4,269,100000,188,[17]
5,140,280,98,"[9, 12, 15]"
6,238,100000,100000,[10]
7,261,522,100000,"[10, 11, 13]"
8,133,100000,100000,[11]
9,126,252,100000,[39]
10,105,100000,100000,[17]
11,117,234,100000,[17]
12,54,108,100000,[17]
13,138,100000,100000,"[14, 15, 16, 18, 19, 20, 32]"
14,192,100000,134,[69]
15,420,840,294,[69]
16,194,388,136,[39]
17,513,1026,100000,"[21, 22, 23, 24, 25, 26, 27, 28, 30]"
18,285,100000,100000,[]
19,105,100000,74,"[29, 57, 60, 83]"
20,315,100000,220,"[28, 31, 34]"
21,187,374,100000,[]
22,88,100000,100000,[58]
23,123,246,100000,"[31, 32, 38]"
24,264,100000,100000,"[31, 32]"
25,122,100000,85,"[33, 43]"
26,159,100000,111,"[36, 45, 57]"
27,515,1030,360,"[51, 61]"
28,165,100000,100000,[58]
29,212,100000,148,[54]
30,236,100000,165,"[34, 35, 54, 61]"
31,123,100000,100000,[39]
32,108,100000,100000,[39]
33,168,336,100000,[58]
34,463,100000,100000,"[37, 40, 42, 68]"
35,224,100000,157,"[41, 68]"
36,87,100000,61,"[38, 43, 44, 55, 60]"
37,29,100000,100000,[69]
38,41,100000,100000,[90]
39,164,328,100000,"[46, 47, 48, 49, 51]"
40,202,100000,141,[]
41,232,100000,100000,"[51, 52]"
42,173,346,121,"[45, 50, 53]"
43,96,192,67,[50]
44,173,100000,100000,"[58, 61, 68]"
45,64,100000,100000,[69]
46,264,528,100000,[69]
47,457,914,100000,"[53, 55, 56]"
48,134,100000,100000,"[52, 54, 60]"
49,84,100000,100000,"[53, 59, 60]"
50,46,100000,32,"[52, 58]"
51,224,448,157,[56]
52,77,100000,100000,[69]
53,170,100000,100000,[58]
54,96,192,67,[58]
55,539,1078,377,"[59, 70]"
56,121,242,85,"[57, 58, 60, 84]"
57,314,100000,100000,[90]
58,198,396,100000,"[62, 63, 64, 65, 66, 67, 79]"
59,152,100000,106,"[61, 68]"
60,290,100000,100000,[92]
61,337,100000,236,[69]
62,278,100000,100000,[87]
63,223,446,100000,[70]
64,135,100000,100000,[87]
65,360,100000,100000,"[70, 71]"
66,494,988,100000,[80]
67,134,100000,100000,[85]
68,31,62,22,[]
69,79,158,55,"[72, 73, 74, 75, 76, 77, 78, 79, 80]"
70,77,154,100000,[80]
71,182,100000,100000,[90]
72,146,100000,102,[82]
73,300,100000,100000,"[81, 82]"
74,226,452,158,"[81, 82, 83]"
75,51,100000,100000,[83]
76,286,100000,100000,[]
77,120,100000,100000,[81]
78,318,100000,100000,[]
79,448,896,314,[90]
80,118,236,83,[81]
81,210,420,100000,[85]
82,522,100000,365,[85]
83,60,100000,100000,[84]
84,188,376,132,[90]
85,243,100000,100000,"[86, 87, 88, 89]"
86,53,100000,37,[90]
87,513,100000,359,[94]
88,260,100000,182,[93]
89,310,100000,100000,"[91, 92]"
90,155,310,100000,"[95, 96, 97, 98, 99, 100]"
91,348,696,244,[]
92,134,268,100000,[]
93,204,100000,143,[]
94,127,100000,100000,[]
95,184,368,129,[]
96,75,100000,52,[]
97,20,100000,100000,[]
98,388,100000,100000,[]
99,95,190,100000,[]
100,274,548,100000,[]
