task,th,tr,tc,successor
1,559,100000,391,"[5, 6, 8]"
2,374,748,262,"[7, 12, 13, 14]"
3,518,1036,100000,[8]
4,404,100000,283,[8]
5,496,100000,347,[9]
6,591,100000,414,[10]
7,672,1344,100000,[11]
8,479,100000,335,"[12, 13, 14]"
9,558,1116,100000,[17]
10,240,100000,100000,[15]
11,478,100000,335,[19]
12,533,1066,373,"[16, 17, 18, 19, 20, 21]"
13,321,100000,100000,"[16, 17, 18, 19, 21]"
14,519,100000,100000,"[16, 17]"
15,448,896,314,[24]
16,594,100000,100000,"[22, 40, 41]"
17,356,712,100000,[26]
18,408,100000,286,"[23, 26, 27]"
19,368,736,100000,"[26, 27]"
20,415,100000,290,"[25, 26, 27]"
21,570,100000,399,"[26, 27]"
22,871,100000,100000,[28]
23,543,100000,100000,[31]
24,596,100000,417,[30]
25,781,100000,100000,[32]
26,503,1006,352,"[29, 33, 38, 39]"
27,554,100000,388,"[33, 34]"
28,282,564,100000,[38]
29,490,100000,100000,[35]
30,424,848,100000,[36]
31,519,100000,100000,[37]
32,448,100000,100000,[38]
33,512,1024,358,"[41, 60]"
34,646,100000,452,"[38, 39, 40, 41]"
35,517,100000,100000,[42]
36,472,100000,100000,[45]
37,417,834,100000,[43]
38,482,964,337,"[44, 45, 46, 47, 48]"
39,265,100000,186,"[45, 46]"
40,514,1028,100000,[47]
41,795,1590,100000,[46]
42,543,100000,380,[49]
43,556,100000,100000,[50]
44,516,1032,100000,[52]
45,484,968,100000,"[51, 66]"
46,502,1004,100000,"[55, 59, 61, 63, 64]"
47,423,846,100000,"[53, 67]"
48,592,1184,100000,"[53, 54]"
49,624,1248,100000,[56]
50,554,100000,100000,[59]
51,482,100000,100000,[57]
52,707,100000,100000,[60]
53,300,100000,210,"[58, 60, 61]"
54,369,100000,258,"[66, 96]"
55,719,1438,503,[65]
56,424,100000,297,[63]
57,872,1744,610,[64]
58,559,100000,391,[62]
59,546,1092,100000,"[67, 77]"
60,195,100000,100000,"[63, 65]"
61,594,1188,100000,"[65, 66]"
62,508,100000,100000,[68]
63,653,1306,457,[70]
64,561,100000,100000,[70]
65,582,100000,100000,"[69, 70]"
66,550,100000,100000,[98]
67,669,100000,468,"[85, 92]"
68,493,100000,100000,[72]
69,648,100000,100000,[73]
70,403,806,100000,"[71, 74, 75, 76, 77]"
71,562,100000,100000,[80]
72,457,914,100000,[81]
73,497,100000,348,[82]
74,563,1126,100000,"[78, 84]"
75,219,438,100000,"[79, 83, 91]"
76,337,100000,236,"[84, 85]"
77,358,100000,100000,[82]
78,393,100000,100000,[86]
79,501,100000,351,[87]
80,514,100000,360,[88]
81,540,100000,378,[89]
82,449,100000,314,"[91, 92]"
83,460,100000,100000,[]
84,249,100000,174,"[90, 92, 94]"
85,382,764,100000,[93]
86,398,100000,279,[96]
87,370,740,100000,[97]
88,592,100000,100000,[98]
89,481,962,337,[95]
90,408,816,100000,[96]
91,484,968,339,[98]
92,555,100000,100000,"[98, 99]"
93,461,100000,100000,[96]
94,463,926,100000,[]
95,456,100000,100000,[100]
96,421,842,295,[]
97,677,100000,100000,[]
98,583,100000,100000,[]
99,453,906,100000,[]
100,487,974,341,[]
