task,th,tr,tc,successor
1,200,100000,100000,"[5, 6]"
2,323,100000,100000,"[7, 8, 10, 11]"
3,318,100000,100000,[]
4,163,100000,100000,"[9, 100]"
5,84,168,100000,[12]
6,533,100000,373,[14]
7,270,100000,100000,[15]
8,21,100000,100000,"[13, 16, 20, 21]"
9,80,100000,100000,[]
10,242,484,100000,"[17, 74]"
11,397,100000,100000,"[18, 19]"
12,85,170,100000,[24]
13,552,100000,100000,[22]
14,246,492,100000,[25]
15,40,100000,28,[23]
16,77,100000,54,[27]
17,385,100000,270,[27]
18,105,100000,74,[95]
19,61,100000,43,[]
20,46,92,100000,[26]
21,513,100000,100000,[]
22,455,100000,318,[32]
23,229,100000,100000,[30]
24,80,100000,100000,"[29, 31, 38, 52]"
25,163,326,114,"[36, 37]"
26,507,1014,355,"[28, 33, 35, 39, 40]"
27,181,362,100000,"[34, 35]"
28,185,370,100000,[41]
29,151,100000,100000,[42]
30,216,432,100000,[44]
31,106,212,100000,[43]
32,161,322,100000,[45]
33,237,474,100000,[]
34,170,100000,119,"[46, 91]"
35,353,100000,100000,"[61, 71, 73]"
36,72,144,100000,[47]
37,519,100000,363,"[48, 61]"
38,255,100000,100000,[64]
39,273,100000,100000,"[46, 94]"
40,453,100000,317,[]
41,20,40,100000,[49]
42,89,178,62,[51]
43,385,770,100000,[50]
44,45,90,100000,"[54, 100]"
45,52,104,100000,"[52, 98]"
46,166,332,100000,[55]
47,192,100000,134,[]
48,518,100000,100000,[53]
49,85,100000,100000,[56]
50,65,100000,46,[57]
51,121,242,85,[59]
52,165,100000,100000,"[58, 60, 62, 63]"
53,267,534,100000,[72]
54,101,100000,71,"[61, 70, 98]"
55,176,352,123,[64]
56,506,1012,354,[65]
57,242,100000,100000,[66]
58,81,162,100000,[67]
59,163,326,114,[68]
60,78,100000,100000,[69]
61,119,100000,83,[72]
62,234,100000,164,"[70, 74]"
63,116,100000,81,[73]
64,81,100000,100000,"[71, 72, 73]"
65,251,502,100000,[77]
66,97,100000,100000,[78]
67,121,242,100000,[81]
68,127,100000,89,[75]
69,68,136,48,[76]
70,111,222,78,[79]
71,103,100000,100000,[80]
72,123,100000,86,[82]
73,47,94,100000,[]
74,504,1008,353,[83]
75,135,100000,94,[84]
76,88,100000,62,[85]
77,91,100000,64,[90]
78,510,1020,357,[90]
79,107,100000,75,[86]
80,218,100000,153,[87]
81,130,100000,100000,[88]
82,136,100000,95,[89]
83,60,100000,100000,"[91, 93]"
84,299,100000,100000,[92]
85,179,100000,100000,[93]
86,513,1026,100000,[94]
87,170,340,100000,[95]
88,319,638,223,[96]
89,194,388,136,[93]
90,192,100000,100000,"[98, 100]"
91,84,100000,100000,"[97, 99]"
92,310,100000,100000,[]
93,74,100000,100000,[]
94,134,268,94,[]
95,262,100000,100000,[]
96,347,100000,100000,[]
97,42,84,29,[]
98,161,100000,100000,[]
99,403,100000,100000,[]
100,572,1144,400,[]
