task,th,tr,tc,successor
1,435,870,100000,[22]
2,362,100000,100000,[39]
3,83,100000,58,[17]
4,100,200,70,[18]
5,226,452,158,[19]
6,86,100000,60,[12]
7,458,100000,100000,"[10, 13, 20]"
8,219,100000,100000,"[16, 21]"
9,590,100000,100000,"[11, 14, 15]"
10,40,100000,28,[22]
11,158,100000,111,[22]
12,118,236,100000,[22]
13,81,100000,57,[22]
14,235,470,164,[22]
15,80,160,100000,[22]
16,146,292,100000,[39]
17,35,70,24,[23]
18,76,100000,100000,[23]
19,147,294,100000,[27]
20,328,656,100000,"[25, 28, 32, 33]"
21,71,100000,100000,"[24, 26, 29, 30, 31]"
22,281,562,100000,"[34, 35, 36, 37, 38]"
23,483,100000,338,[39]
24,119,100000,100000,[39]
25,346,692,100000,[39]
26,359,100000,100000,[39]
27,132,100000,100000,[41]
28,327,100000,100000,[40]
29,354,100000,100000,[]
30,83,166,100000,[42]
31,73,100000,51,[43]
32,484,968,339,[]
33,310,100000,217,[]
34,228,100000,160,[]
35,107,214,100000,"[52, 53, 69]"
36,412,100000,100000,[55]
37,334,100000,234,[]
38,545,1090,100000,[]
39,31,62,22,"[44, 45, 46, 47, 48, 49, 50]"
40,63,100000,100000,[51]
41,231,462,100000,[]
42,318,100000,223,[54]
43,179,100000,125,[]
44,179,100000,125,[]
45,431,862,100000,[59]
46,105,210,100000,[]
47,74,100000,52,[]
48,102,204,100000,[]
49,149,100000,100000,[61]
50,183,100000,100000,[62]
51,122,100000,100000,[58]
52,433,100000,100000,[56]
53,449,100000,314,[57]
54,433,100000,100000,[60]
55,363,100000,100000,[]
56,306,612,100000,[63]
57,311,622,100000,[64]
58,82,164,100000,[65]
59,484,100000,339,[]
60,79,158,55,"[67, 68, 69]"
61,449,100000,314,[66]
62,143,100000,100000,[]
63,178,100000,125,[73]
64,552,100000,100000,[71]
65,318,100000,100000,[70]
66,202,100000,141,[72]
67,488,100000,100000,[]
68,262,524,183,"[74, 76]"
69,40,100000,100000,[75]
70,206,100000,144,[79]
71,80,160,100000,[77]
72,126,100000,88,[78]
73,189,378,100000,[96]
74,85,100000,100000,[]
75,520,1040,100000,[81]
76,104,208,73,[80]
77,167,334,117,[82]
78,59,118,100000,[83]
79,112,100000,100000,[85]
80,228,100000,160,[87]
81,114,100000,80,"[84, 86, 88, 89]"
82,228,100000,160,[90]
83,111,222,100000,[93]
84,63,100000,100000,[95]
85,32,100000,22,[]
86,123,100000,86,[92]
87,265,100000,186,[94]
88,212,100000,100000,[96]
89,74,100000,100000,[91]
90,179,358,125,[97]
91,307,614,215,[100]
92,202,404,100000,[99]
93,114,100000,100000,[]
94,310,620,100000,[]
95,498,100000,100000,[98]
96,201,402,100000,[]
97,505,100000,354,[]
98,62,124,100000,[]
99,353,706,100000,[]
100,104,100000,100000,[]
