task,th,tr,tc,successor
1,537,1074,100000,[15]
2,87,100000,61,"[7, 12]"
3,549,100000,384,"[7, 13, 23]"
4,201,402,141,"[7, 8, 9, 10, 11]"
5,160,100000,100000,"[14, 16]"
6,82,100000,100000,"[9, 11]"
7,242,484,100000,"[15, 19]"
8,154,308,100000,"[18, 22, 42]"
9,246,100000,100000,[15]
10,109,100000,76,"[15, 17, 20]"
11,360,100000,100000,"[15, 16]"
12,58,116,100000,[16]
13,149,298,100000,"[27, 36]"
14,99,100000,100000,"[47, 56]"
15,191,382,134,"[21, 24]"
16,226,452,158,"[25, 48]"
17,189,100000,132,"[22, 23]"
18,283,100000,198,"[21, 37, 53]"
19,23,100000,100000,"[24, 29, 31, 32, 50]"
20,75,100000,100000,"[21, 46]"
21,83,166,100000,"[30, 58]"
22,364,728,255,"[26, 32, 44, 50]"
23,131,100000,92,"[29, 31, 33]"
24,505,100000,100000,[38]
25,274,100000,100000,"[27, 28]"
26,558,100000,100000,"[37, 57, 65, 74]"
27,208,416,146,"[35, 43]"
28,71,142,100000,"[34, 36]"
29,508,100000,356,"[37, 66]"
30,199,100000,100000,"[41, 52, 64, 71]"
31,106,100000,100000,[62]
32,358,100000,100000,"[38, 51]"
33,141,100000,99,[34]
34,113,226,79,[42]
35,27,100000,100000,[44]
36,564,1128,100000,[]
37,224,100000,100000,"[39, 40, 41, 68, 80]"
38,41,82,100000,[43]
39,66,100000,46,[87]
40,48,100000,100000,[]
41,76,152,100000,"[48, 67, 69, 78]"
42,392,100000,100000,"[47, 50, 51]"
43,247,100000,173,"[46, 47, 49, 63]"
44,81,100000,100000,"[45, 46, 54, 55]"
45,144,288,100000,[58]
46,185,100000,130,[76]
47,311,622,218,"[54, 55, 57]"
48,54,108,38,[]
49,107,214,100000,"[52, 56, 65]"
50,106,100000,74,"[69, 99]"
51,194,100000,100000,"[52, 53, 56, 59]"
52,216,432,100000,[68]
53,455,100000,100000,"[57, 58]"
54,107,100000,75,[100]
55,186,372,130,[59]
56,106,100000,74,[81]
57,201,402,100000,"[61, 66]"
58,162,324,100000,"[60, 62]"
59,293,586,100000,"[60, 83, 92]"
60,118,236,100000,"[64, 65, 66, 69]"
61,123,100000,86,"[67, 71]"
62,455,100000,100000,"[63, 68, 84]"
63,201,402,100000,"[71, 75]"
64,26,100000,18,"[73, 74]"
65,77,100000,100000,[96]
66,87,100000,100000,"[70, 85, 97]"
67,155,100000,100000,"[70, 85, 95]"
68,232,100000,162,[]
69,158,316,100000,"[72, 75, 77, 95]"
70,168,336,100000,"[79, 96]"
71,64,100000,100000,"[78, 80, 96, 99]"
72,139,278,100000,[]
73,126,252,88,"[76, 77, 86, 97]"
74,493,986,345,[79]
75,271,542,100000,[79]
76,45,90,100000,[84]
77,159,100000,111,[]
78,46,92,100000,"[81, 83]"
79,85,100000,100000,[82]
80,112,100000,78,[]
81,226,100000,100000,"[86, 87, 88, 92]"
82,145,100000,100000,"[88, 90, 91, 100]"
83,64,100000,100000,[]
84,547,100000,383,"[85, 87, 89, 93]"
85,470,940,329,"[99, 100]"
86,168,100000,118,"[95, 98]"
87,42,100000,29,"[94, 95]"
88,121,242,100000,[98]
89,40,100000,28,[96]
90,87,100000,100000,[]
91,205,100000,100000,[]
92,356,712,249,"[97, 100]"
93,121,100000,100000,[95]
94,153,100000,107,[]
95,435,100000,100000,[]
96,172,344,120,[]
97,210,100000,100000,[]
98,320,100000,224,[]
99,267,534,187,[]
100,204,100000,100000,[]
