task,th,tr,tc,successor
1,60,100000,100000,[10]
2,373,746,261,[11]
3,87,100000,100000,[12]
4,85,100000,100000,[13]
5,106,100000,74,"[9, 16]"
6,180,360,126,[]
7,287,100000,201,[39]
8,196,100000,100000,"[14, 15]"
9,84,100000,59,[19]
10,60,100000,100000,[18]
11,134,100000,94,[22]
12,79,158,100000,[21]
13,91,182,100000,[20]
14,254,508,100000,"[17, 24]"
15,126,100000,88,"[25, 44]"
16,288,100000,202,[23]
17,47,94,100000,[26]
18,50,100000,100000,[27]
19,161,100000,100000,[29]
20,271,100000,100000,[30]
21,22,100000,100000,"[28, 31, 74]"
22,195,100000,100000,[]
23,97,194,100000,[32]
24,27,100000,100000,[33]
25,177,100000,100000,[]
26,166,332,100000,[37]
27,109,100000,100000,[34]
28,110,100000,100000,[35]
29,46,92,100000,[36]
30,219,100000,100000,"[41, 42]"
31,61,122,43,"[54, 92]"
32,41,82,100000,"[39, 40]"
33,96,100000,67,[38]
34,235,100000,100000,[43]
35,67,134,100000,[44]
36,61,100000,100000,[44]
37,58,116,100000,"[45, 46, 55, 60]"
38,229,100000,100000,[47]
39,123,246,86,"[48, 49]"
40,91,100000,100000,"[60, 68]"
41,161,100000,113,"[73, 83]"
42,153,306,107,[]
43,68,100000,100000,[52]
44,75,150,52,"[51, 68]"
45,110,220,77,[50]
46,157,100000,110,"[53, 81, 98]"
47,135,100000,94,[]
48,164,100000,115,[55]
49,188,100000,100000,"[54, 97]"
50,38,76,27,[56]
51,96,100000,67,[57]
52,139,278,100000,[60]
53,211,422,148,[59]
54,73,100000,51,"[58, 63, 64]"
55,80,160,56,"[61, 62]"
56,152,100000,106,[65]
57,163,100000,100000,[69]
58,61,100000,100000,[66]
59,58,116,41,[71]
60,136,100000,95,[]
61,88,100000,100000,"[67, 68, 70, 72, 74, 75]"
62,157,314,100000,"[83, 98]"
63,192,384,100000,[]
64,116,232,100000,"[73, 96]"
65,305,610,100000,[77]
66,78,100000,55,[78]
67,149,100000,104,[79]
68,246,100000,100000,"[76, 83]"
69,32,100000,100000,[85]
70,84,168,100000,[80]
71,211,100000,148,[]
72,153,100000,107,[]
73,69,138,48,"[81, 84]"
74,69,138,100000,"[82, 83, 98]"
75,105,100000,74,[]
76,52,104,36,[86]
77,119,238,100000,[87]
78,49,100000,100000,[91]
79,197,100000,100000,[89]
80,92,184,100000,[90]
81,205,410,100000,[88]
82,20,40,14,[]
83,173,100000,121,[100]
84,171,342,100000,[]
85,226,452,158,[92]
86,264,100000,185,[93]
87,293,586,100000,[94]
88,176,100000,123,[95]
89,128,100000,90,[96]
90,75,150,52,[97]
91,140,100000,100000,"[98, 99, 100]"
92,51,100000,100000,[]
93,130,100000,100000,[]
94,145,290,100000,[]
95,98,100000,100000,[]
96,319,100000,100000,[]
97,232,464,100000,[]
98,69,100000,100000,[]
99,231,100000,100000,[]
100,38,100000,100000,[]
