task,th,tr,tc,successor
1,256,100000,100000,"[8, 12, 13]"
2,570,100000,100000,"[9, 11, 32]"
3,304,608,213,"[14, 18, 30, 34]"
4,543,100000,100000,[8]
5,436,872,100000,"[8, 10, 11, 16, 43]"
6,307,614,100000,"[11, 17, 18]"
7,580,1160,406,[9]
8,331,662,100000,[33]
9,482,100000,100000,"[15, 16]"
10,624,100000,100000,"[15, 17, 18, 36]"
11,519,1038,100000,[38]
12,341,682,239,"[16, 18, 19, 20, 30, 39]"
13,548,100000,384,"[15, 20]"
14,419,100000,293,[31]
15,482,100000,337,[21]
16,519,1038,100000,"[24, 26]"
17,621,1242,100000,[81]
18,390,100000,273,"[27, 45]"
19,406,100000,100000,"[22, 24, 35]"
20,561,100000,393,"[23, 25, 27, 28]"
21,613,1226,100000,"[30, 33]"
22,473,100000,100000,"[40, 45]"
23,432,864,100000,"[29, 32, 34, 38]"
24,462,100000,100000,"[29, 31]"
25,439,100000,307,[35]
26,571,100000,400,"[29, 31]"
27,679,1358,100000,"[29, 47]"
28,612,1224,428,"[29, 36]"
29,516,1032,361,"[37, 41]"
30,437,100000,100000,[44]
31,615,1230,100000,"[57, 61]"
32,450,100000,315,"[37, 44]"
33,227,100000,159,"[37, 38, 39, 41]"
34,489,100000,100000,[]
35,385,770,100000,[40]
36,227,100000,159,"[37, 38, 62]"
37,486,972,100000,[]
38,308,100000,100000,"[45, 49, 59]"
39,629,1258,440,"[42, 47]"
40,666,100000,100000,"[43, 44]"
41,780,1560,546,[42]
42,435,100000,100000,"[48, 54]"
43,310,100000,217,"[46, 51]"
44,486,972,340,"[46, 47, 48, 49]"
45,441,882,100000,"[46, 60]"
46,432,100000,100000,[50]
47,479,100000,335,"[50, 53, 54, 58]"
48,439,878,307,"[51, 52]"
49,425,850,100000,"[52, 55, 79, 80]"
50,489,978,342,"[56, 79]"
51,583,1166,100000,"[58, 59, 60]"
52,545,100000,100000,[]
53,595,100000,100000,"[56, 57, 59, 68]"
54,600,1200,100000,"[57, 94]"
55,610,100000,100000,[76]
56,495,990,100000,"[61, 63, 84]"
57,711,100000,100000,"[62, 81]"
58,516,100000,100000,"[66, 70, 72]"
59,423,100000,296,[64]
60,511,1022,100000,"[63, 65, 88]"
61,465,100000,326,"[73, 93]"
62,399,100000,279,"[66, 70, 93]"
63,470,100000,329,[]
64,461,922,323,"[67, 69, 71]"
65,503,1006,352,"[67, 68]"
66,593,1186,415,"[71, 76]"
67,496,100000,100000,"[73, 75, 92]"
68,510,1020,357,[]
69,416,832,291,"[72, 74]"
70,648,100000,100000,[96]
71,337,100000,236,"[78, 79, 88]"
72,570,100000,100000,"[80, 96]"
73,474,100000,100000,[81]
74,425,100000,100000,[77]
75,526,100000,100000,"[96, 98]"
76,417,100000,100000,[82]
77,535,1070,374,"[84, 85, 87, 89]"
78,597,1194,418,[89]
79,584,100000,409,[]
80,508,100000,100000,"[86, 88]"
81,534,100000,100000,"[83, 97]"
82,622,100000,100000,[100]
83,459,100000,100000,[]
84,290,580,203,[90]
85,484,100000,100000,[93]
86,346,692,100000,[94]
87,584,100000,100000,"[91, 92, 96, 97]"
88,471,942,100000,[]
89,643,100000,100000,[]
90,654,1308,100000,"[99, 100]"
91,485,100000,100000,[]
92,614,100000,100000,[98]
93,356,100000,100000,"[95, 96, 97]"
94,441,100000,100000,[]
95,672,1344,100000,[]
96,543,100000,380,[]
97,349,100000,244,[]
98,466,100000,326,[]
99,500,100000,350,[]
100,519,100000,100000,[]
