task,th,tr,tc,successor
1,51,102,100000,"[5, 6, 7, 8]"
2,226,452,100000,"[5, 6, 7, 8]"
3,64,100000,45,"[5, 6, 7, 8]"
4,466,100000,100000,"[5, 6, 7, 8]"
5,170,340,100000,"[9, 10]"
6,159,318,111,"[9, 10]"
7,596,1192,100000,"[9, 10]"
8,389,100000,272,"[9, 10]"
9,78,100000,100000,"[11, 12, 13, 14]"
10,271,100000,100000,"[11, 12, 13, 14]"
11,508,100000,100000,"[15, 16, 17]"
12,266,532,100000,"[15, 16, 17]"
13,229,100000,100000,"[15, 16, 17]"
14,558,1116,391,"[15, 16, 17]"
15,86,172,60,"[18, 19, 20]"
16,29,100000,100000,"[18, 19, 20]"
17,566,100000,396,"[18, 19, 20]"
18,35,100000,24,"[21, 22, 23, 24]"
19,170,340,119,"[21, 22, 23, 24]"
20,529,100000,100000,"[21, 22, 23, 24]"
21,167,334,100000,"[25, 26, 27, 28, 29, 30]"
22,32,64,100000,"[25, 26, 27, 28, 29, 30]"
23,228,456,100000,"[25, 26, 27, 28, 29, 30]"
24,97,100000,100000,"[25, 26, 27, 28, 29, 30]"
25,45,100000,100000,"[31, 32, 33, 34]"
26,139,100000,100000,"[31, 32, 33, 34]"
27,215,100000,100000,"[31, 32, 33, 34]"
28,101,100000,100000,"[31, 32, 33, 34]"
29,94,100000,100000,"[31, 32, 33, 34]"
30,143,286,100000,"[31, 32]"
31,221,100000,155,"[35, 36]"
32,73,100000,51,"[35, 36, 37]"
33,83,100000,100000,"[35, 36, 37]"
34,91,100000,64,"[35, 36, 39]"
35,219,100000,100000,[40]
36,478,100000,335,[38]
37,148,100000,100000,"[38, 39, 40]"
38,30,60,21,"[41, 42]"
39,60,120,100000,"[41, 42]"
40,105,100000,100000,"[41, 42]"
41,291,100000,204,"[43, 44, 45, 46]"
42,498,996,100000,"[43, 44, 45, 46]"
43,360,100000,100000,"[47, 48]"
44,139,100000,100000,[47]
45,165,330,115,"[56, 57, 58]"
46,532,1064,100000,"[47, 48]"
47,89,100000,100000,"[49, 50, 51]"
48,164,328,115,"[49, 50, 51]"
49,74,148,100000,"[52, 53, 54, 55]"
50,173,346,121,[54]
51,187,100000,100000,"[52, 53, 54, 55]"
52,346,100000,242,"[56, 57]"
53,238,100000,100000,"[56, 57, 58]"
54,439,100000,307,[58]
55,20,100000,14,"[56, 57]"
56,359,100000,100000,"[59, 70]"
57,193,100000,135,"[59, 60]"
58,254,100000,100000,[59]
59,253,100000,177,"[61, 62, 63, 78]"
60,81,162,100000,"[61, 64]"
61,159,318,111,[69]
62,60,120,100000,"[65, 79, 81]"
63,74,148,52,[]
64,226,100000,100000,"[66, 67]"
65,213,426,149,"[68, 72]"
66,270,540,189,"[68, 71, 74, 79]"
67,175,100000,100000,"[69, 70]"
68,194,100000,136,"[76, 90]"
69,73,146,100000,"[72, 73, 74]"
70,88,176,62,"[75, 81]"
71,130,260,100000,"[72, 73, 88, 89]"
72,63,100000,100000,[80]
73,576,100000,100000,"[81, 83, 92]"
74,292,100000,204,[77]
75,261,100000,183,"[78, 79]"
76,114,228,100000,[77]
77,105,100000,100000,[82]
78,48,96,100000,[91]
79,444,888,100000,"[82, 83]"
80,213,100000,149,[83]
81,234,100000,100000,[100]
82,60,100000,100000,[84]
83,81,162,57,[85]
84,75,150,52,"[88, 89]"
85,238,100000,167,"[86, 87]"
86,77,100000,54,"[91, 93]"
87,104,208,100000,[90]
88,276,100000,193,[]
89,556,1112,389,[92]
90,22,100000,100000,"[94, 95]"
91,54,100000,100000,[94]
92,79,100000,55,[98]
93,186,100000,130,[95]
94,253,100000,177,"[96, 97, 100]"
95,338,676,100000,"[98, 99]"
96,414,100000,100000,[]
97,575,100000,100000,[]
98,409,100000,100000,[]
99,240,480,100000,[]
100,216,432,100000,[]
