task,th,tr,tc,successor
1,138,276,100000,[6]
2,37,74,26,"[5, 9]"
3,210,100000,100000,"[7, 12, 15]"
4,230,460,161,"[7, 8]"
5,141,282,100000,[10]
6,55,100000,100000,[11]
7,38,76,100000,"[14, 16, 20]"
8,121,100000,85,"[12, 13, 14, 15, 16]"
9,509,100000,356,[15]
10,152,100000,106,[17]
11,446,892,100000,[19]
12,45,90,100000,[18]
13,475,100000,100000,"[20, 21, 22]"
14,86,172,100000,"[21, 22, 28]"
15,470,940,100000,"[20, 22]"
16,196,392,137,"[32, 33, 37]"
17,166,332,116,[23]
18,431,100000,100000,[24]
19,568,100000,398,[27]
20,148,100000,104,"[25, 28]"
21,182,100000,100000,"[26, 27]"
22,236,100000,100000,"[33, 34]"
23,226,100000,158,[31]
24,321,100000,100000,[31]
25,112,224,100000,[29]
26,446,100000,100000,[30]
27,40,80,28,[31]
28,294,588,100000,"[41, 43]"
29,453,906,100000,[32]
30,406,100000,100000,[32]
31,119,100000,100000,"[32, 33, 34]"
32,272,100000,190,"[35, 55, 99]"
33,473,946,331,[38]
34,137,100000,96,"[36, 37, 38]"
35,432,100000,302,[40]
36,474,100000,332,"[39, 41]"
37,76,100000,100000,"[42, 43]"
38,140,100000,98,[41]
39,534,100000,374,[44]
40,152,304,100000,[47]
41,91,182,64,"[45, 47, 48]"
42,171,342,100000,"[46, 47, 53]"
43,478,100000,335,"[53, 70]"
44,94,100000,100000,[49]
45,173,100000,100000,[50]
46,122,244,85,[51]
47,80,100000,100000,"[52, 54]"
48,268,100000,100000,"[53, 54, 55]"
49,110,100000,77,[60]
50,90,180,100000,[56]
51,174,100000,100000,[58]
52,244,488,171,"[57, 62]"
53,132,264,100000,"[59, 61, 63, 75, 90]"
54,141,100000,99,[60]
55,431,100000,302,[93]
56,244,100000,100000,[64]
57,517,100000,362,[65]
58,69,138,100000,[66]
59,33,66,100000,[67]
60,44,88,100000,[69]
61,286,572,200,"[68, 69, 71, 96]"
62,254,100000,100000,"[70, 76]"
63,219,100000,100000,"[68, 69, 71]"
64,120,240,100000,[72]
65,355,100000,100000,[75]
66,93,186,100000,[73]
67,68,100000,100000,[74]
68,70,100000,100000,[]
69,491,100000,100000,"[76, 77]"
70,56,112,100000,[]
71,70,100000,49,[100]
72,109,100000,100000,[78]
73,28,100000,20,[82]
74,313,100000,100000,[79]
75,34,68,24,"[81, 91]"
76,191,100000,134,"[80, 84]"
77,580,1160,100000,[83]
78,112,100000,100000,[85]
79,538,1076,100000,[86]
80,498,100000,349,[87]
81,125,100000,100000,[89]
82,236,472,100000,[90]
83,201,100000,100000,"[88, 92, 93]"
84,480,960,336,"[91, 92]"
85,204,100000,143,[96]
86,37,100000,26,[96]
87,83,166,58,[97]
88,161,322,113,[94]
89,51,100000,100000,[95]
90,497,100000,348,[99]
91,276,100000,100000,[98]
92,39,100000,100000,[100]
93,147,100000,100000,[]
94,121,100000,100000,[]
95,285,100000,100000,[]
96,223,100000,100000,[]
97,472,944,100000,[]
98,263,100000,184,[]
99,118,236,83,[]
100,241,482,100000,[]
