task,th,tr,tc,successor
1,474,100000,332,[7]
2,76,152,100000,"[8, 9]"
3,295,590,100000,[11]
4,192,384,134,"[10, 13, 14]"
5,155,310,100000,"[12, 82]"
6,526,100000,368,[]
7,557,1114,390,[18]
8,411,822,100000,[17]
9,55,110,38,[19]
10,148,100000,100000,"[21, 22]"
11,233,100000,163,[20]
12,91,182,64,[]
13,257,100000,100000,[]
14,59,100000,100000,"[15, 16, 21]"
15,251,502,100000,[52]
16,532,100000,100000,[83]
17,323,100000,100000,[25]
18,132,100000,92,[23]
19,35,70,100000,[27]
20,22,100000,100000,"[24, 26]"
21,112,100000,100000,"[28, 29, 30]"
22,479,100000,335,[83]
23,103,100000,72,[83]
24,87,100000,61,[83]
25,33,100000,100000,[33]
26,446,892,100000,[34]
27,311,622,100000,[31]
28,271,542,190,[35]
29,389,100000,272,[36]
30,65,100000,46,"[32, 37, 38, 39]"
31,269,538,100000,[83]
32,207,100000,145,[83]
33,517,100000,100000,[43]
34,160,320,112,[42]
35,521,100000,100000,[40]
36,342,684,239,[]
37,87,100000,100000,[]
38,35,100000,100000,"[44, 45]"
39,473,946,100000,[41]
40,30,100000,21,[52]
41,488,976,342,[52]
42,467,100000,100000,[49]
43,235,100000,164,[]
44,319,638,223,"[46, 47, 51]"
45,542,100000,100000,"[48, 50]"
46,275,100000,100000,[52]
47,52,104,100000,[83]
48,561,100000,100000,"[53, 54, 58]"
49,178,356,100000,"[57, 59]"
50,537,100000,100000,[55]
51,167,100000,117,[56]
52,215,430,100000,"[60, 61, 62, 63, 70, 73]"
53,28,100000,100000,[83]
54,112,224,78,[64]
55,271,100000,190,"[65, 69, 71]"
56,69,100000,100000,[66]
57,102,204,71,[]
58,289,100000,100000,"[67, 72]"
59,308,100000,100000,[68]
60,249,100000,100000,[]
61,158,100000,100000,[]
62,21,100000,100000,[]
63,36,100000,100000,[]
64,151,302,100000,[77]
65,341,100000,239,[78]
66,373,100000,261,[79]
67,27,100000,100000,"[76, 80]"
68,210,100000,147,[75]
69,496,992,347,[82]
70,115,230,80,[]
71,194,100000,100000,[74]
72,390,780,100000,[]
73,230,100000,100000,[81]
74,140,100000,100000,[83]
75,412,100000,100000,[83]
76,224,448,157,[84]
77,189,100000,132,[86]
78,537,1074,100000,[85]
79,157,314,100000,[87]
80,56,112,39,[]
81,87,174,100000,"[88, 89]"
82,137,100000,100000,[]
83,22,100000,15,"[90, 91, 92, 93, 94, 95, 96, 97, 98]"
84,182,100000,127,[99]
85,64,100000,100000,[100]
86,37,74,100000,[]
87,359,100000,100000,[]
88,73,100000,100000,[]
89,488,100000,100000,[]
90,91,100000,64,[]
91,119,100000,100000,[]
92,249,498,174,[]
93,442,884,309,[]
94,284,100000,199,[]
95,208,416,100000,[]
96,23,46,100000,[]
97,68,100000,100000,[]
98,54,100000,38,[]
99,101,202,100000,[]
100,265,530,100000,[]
