task,th,tr,tc,successor
1,128,256,90,[6]
2,219,100000,100000,"[5, 7, 8]"
3,113,100000,79,"[7, 8]"
4,80,100000,100000,"[7, 8]"
5,66,132,46,[10]
6,31,100000,22,[9]
7,70,140,100000,"[11, 12, 13]"
8,56,112,39,"[11, 12, 13]"
9,94,100000,66,[14]
10,65,100000,100000,[16]
11,153,100000,100000,"[15, 16, 17, 18]"
12,308,100000,216,"[15, 16, 17, 18]"
13,26,52,100000,"[15, 16, 17, 18]"
14,182,364,127,[20]
15,195,100000,100000,"[19, 20, 21]"
16,46,100000,32,"[20, 21]"
17,99,198,100000,"[20, 21]"
18,70,100000,49,"[20, 21]"
19,158,100000,111,[22]
20,78,100000,100000,"[24, 25]"
21,65,130,100000,"[23, 24, 25]"
22,120,100000,100000,[27]
23,266,100000,186,[26]
24,105,210,100000,"[27, 28, 30]"
25,124,100000,100000,"[27, 28, 29]"
26,95,190,100000,[31]
27,30,100000,100000,[32]
28,184,100000,129,"[32, 40]"
29,143,100000,100000,"[32, 33, 34]"
30,50,100000,100000,"[32, 33]"
31,52,100000,100000,[36]
32,242,484,169,"[35, 37, 38, 41]"
33,113,100000,79,"[38, 39, 40]"
34,21,100000,100000,"[75, 83, 85, 86]"
35,188,376,132,[42]
36,225,100000,100000,[43]
37,229,100000,100000,[45]
38,108,100000,100000,"[44, 46]"
39,78,156,100000,[46]
40,275,550,192,"[46, 47]"
41,149,298,100000,"[54, 82, 85, 100]"
42,66,132,100000,[48]
43,216,100000,100000,[50]
44,108,216,76,[49]
45,143,100000,100000,[51]
46,216,432,151,"[52, 53, 59, 65]"
47,143,100000,100000,"[51, 54]"
48,188,100000,100000,[55]
49,39,100000,100000,[59]
50,72,144,100000,[58]
51,65,130,100000,"[56, 60, 61]"
52,37,74,26,"[57, 72]"
53,114,228,80,[67]
54,101,100000,71,"[73, 83]"
55,261,100000,100000,[65]
56,67,134,47,[62]
57,271,100000,100000,[63]
58,138,100000,97,[64]
59,121,242,85,"[67, 72, 74, 76]"
60,70,100000,100000,"[66, 67, 72, 74]"
61,61,122,100000,"[73, 76]"
62,191,100000,100000,[69]
63,188,376,132,[68]
64,83,166,58,[72]
65,134,268,100000,"[71, 74, 76]"
66,170,100000,119,[]
67,86,172,100000,"[70, 73, 75]"
68,171,100000,100000,[77]
69,43,100000,30,[80]
70,101,100000,100000,"[78, 83]"
71,108,216,100000,[79]
72,180,100000,100000,"[84, 85]"
73,150,300,105,"[81, 86]"
74,61,122,100000,"[82, 100]"
75,180,100000,100000,[94]
76,61,122,100000,"[82, 83, 84, 86, 87]"
77,289,578,202,[94]
78,173,100000,100000,[89]
79,99,100000,100000,[90]
80,31,62,100000,[91]
81,116,100000,81,[93]
82,60,100000,100000,"[88, 92]"
83,116,232,81,[]
84,313,100000,100000,[]
85,50,100000,100000,[]
86,173,346,121,[]
87,105,100000,74,[99]
88,204,100000,100000,[95]
89,90,100000,100000,[96]
90,131,100000,100000,[99]
91,37,100000,100000,[97]
92,119,100000,83,[98]
93,184,368,129,[99]
94,115,230,100000,[100]
95,245,100000,100000,[]
96,320,100000,224,[]
97,179,100000,100000,[]
98,272,100000,100000,[]
99,28,56,20,[]
100,32,100000,22,[]
