task,th,tr,tc,successor
1,322,644,100000,[40]
2,398,100000,100000,[17]
3,469,938,100000,[17]
4,247,494,100000,[17]
5,345,690,100000,[17]
6,482,100000,100000,[17]
7,427,100000,100000,"[8, 9, 10, 11, 12, 13, 14, 15]"
8,330,660,100000,[17]
9,498,100000,100000,[17]
10,367,100000,100000,[17]
11,600,1200,420,[17]
12,353,706,100000,[78]
13,781,100000,547,[55]
14,468,100000,328,"[16, 18, 19, 20]"
15,523,100000,100000,"[38, 57, 59]"
16,390,780,100000,[40]
17,339,678,237,"[21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]"
18,446,892,312,"[34, 52, 66]"
19,453,906,317,"[39, 59]"
20,516,100000,361,"[21, 33]"
21,548,1096,384,[40]
22,429,100000,100000,"[35, 43, 44]"
23,731,100000,100000,"[37, 39]"
24,309,618,216,"[35, 53]"
25,394,100000,276,"[43, 58, 66, 87, 88, 94]"
26,599,1198,100000,"[36, 43, 44]"
27,460,920,322,"[35, 53]"
28,595,1190,416,"[35, 41]"
29,535,100000,100000,"[40, 42, 53]"
30,362,100000,253,"[35, 38, 42]"
31,521,1042,365,[39]
32,609,100000,100000,"[53, 96]"
33,723,100000,100000,[55]
34,554,1108,100000,"[41, 70]"
35,529,100000,370,[40]
36,702,100000,491,[40]
37,803,100000,100000,[40]
38,428,856,100000,[55]
39,481,962,100000,"[41, 42, 43, 44, 45]"
40,563,100000,100000,"[46, 47, 48, 49, 50, 51, 54]"
41,407,100000,100000,[78]
42,481,962,337,[55]
43,527,100000,369,[86]
44,493,100000,345,"[53, 76, 98]"
45,540,1080,100000,"[52, 55]"
46,366,732,256,[55]
47,574,100000,402,"[55, 58]"
48,640,100000,448,[59]
49,420,100000,100000,"[55, 56, 57, 58, 59]"
50,330,660,100000,"[68, 70, 71]"
51,521,100000,100000,"[78, 86]"
52,799,100000,100000,[]
53,400,100000,100000,"[68, 95]"
54,592,100000,100000,"[56, 76]"
55,74,100000,100000,"[60, 61, 62, 63, 64, 65, 66, 68]"
56,574,100000,402,[86]
57,411,100000,288,"[66, 72, 80]"
58,337,100000,236,[86]
59,516,100000,100000,"[66, 67, 81, 87, 88, 94]"
60,475,950,100000,"[69, 71, 80]"
61,322,100000,100000,[88]
62,526,100000,100000,"[69, 70]"
63,428,100000,300,[]
64,756,100000,100000,[69]
65,642,100000,449,[70]
66,593,100000,415,[]
67,430,860,301,"[69, 79]"
68,672,1344,470,"[81, 97]"
69,429,858,300,"[73, 98]"
70,665,100000,100000,"[72, 73, 74]"
71,534,1068,100000,[]
72,428,856,100000,[78]
73,468,100000,100000,[]
74,565,100000,100000,"[75, 76, 77]"
75,404,100000,100000,[78]
76,449,898,314,[86]
77,496,100000,347,"[79, 80, 81]"
78,634,1268,100000,"[82, 83, 84, 85, 87]"
79,755,100000,100000,[86]
80,496,100000,100000,[88]
81,634,1268,100000,[]
82,613,100000,429,[94]
83,572,100000,100000,[100]
84,493,100000,100000,[98]
85,560,100000,392,"[95, 99]"
86,339,678,100000,"[89, 90, 91, 92, 93]"
87,902,100000,100000,[]
88,552,1104,100000,"[99, 100]"
89,424,848,100000,[96]
90,439,100000,307,[]
91,431,862,100000,"[95, 100]"
92,647,1294,100000,[100]
93,216,432,100000,[]
94,548,100000,100000,"[97, 98]"
95,443,100000,310,[]
96,320,100000,100000,[]
97,665,100000,465,[]
98,606,100000,424,"[99, 100]"
99,515,100000,100000,[]
100,316,632,221,[]
