task,th,tr,tc,successor
1,459,100000,100000,"[12, 27]"
2,375,100000,100000,"[8, 23]"
3,649,100000,100000,"[11, 13]"
4,349,100000,100000,[37]
5,413,826,100000,"[9, 11, 13]"
6,318,100000,100000,"[12, 29, 44, 55]"
7,659,100000,100000,"[8, 10, 22, 32]"
8,404,100000,100000,[31]
9,600,100000,420,"[14, 22]"
10,277,100000,100000,[31]
11,432,100000,100000,"[14, 16]"
12,201,100000,141,[15]
13,331,100000,100000,"[17, 35, 49]"
14,505,100000,354,"[18, 19, 20, 21, 23]"
15,469,938,100000,"[21, 45]"
16,505,100000,100000,"[18, 22, 23]"
17,738,100000,517,"[20, 29, 44]"
18,524,100000,367,"[24, 25, 32]"
19,388,100000,272,[26]
20,243,486,100000,"[24, 33, 37]"
21,300,100000,100000,[24]
22,457,100000,100000,[25]
23,628,100000,440,"[27, 38, 46, 56]"
24,629,1258,440,"[28, 56]"
25,570,100000,100000,"[27, 29, 30, 31, 33]"
26,184,100000,100000,"[30, 32]"
27,516,1032,361,"[54, 69]"
28,573,100000,100000,"[34, 46, 63]"
29,396,100000,100000,"[95, 98]"
30,478,100000,100000,"[34, 37]"
31,376,100000,263,"[34, 35, 36, 37]"
32,364,100000,100000,"[34, 35, 36]"
33,350,100000,100000,"[53, 55, 56, 57]"
34,586,100000,410,"[38, 68, 72]"
35,582,1164,100000,"[38, 39, 64]"
36,430,860,301,"[38, 41]"
37,521,1042,100000,[40]
38,495,990,100000,"[42, 47]"
39,806,100000,100000,[71]
40,543,100000,100000,"[42, 45, 46, 66]"
41,253,100000,100000,"[43, 44]"
42,630,1260,441,"[48, 58, 61, 69, 85]"
43,379,100000,100000,"[48, 49]"
44,740,1480,100000,"[71, 85, 96]"
45,489,978,342,"[51, 84]"
46,562,1124,100000,[64]
47,628,1256,440,"[50, 91]"
48,654,1308,100000,[52]
49,553,1106,100000,"[55, 58, 62, 65]"
50,394,788,276,"[57, 59, 71]"
51,672,1344,470,"[52, 53, 54, 56, 59, 91]"
52,528,100000,370,[92]
53,625,1250,100000,"[60, 64]"
54,485,970,100000,"[65, 75]"
55,207,100000,100000,"[63, 67]"
56,506,1012,100000,"[69, 95, 99]"
57,410,820,100000,"[60, 62, 78, 89]"
58,362,100000,253,[77]
59,463,100000,100000,"[61, 79, 83]"
60,253,100000,177,[70]
61,518,1036,100000,[]
62,725,1450,507,[80]
63,363,726,254,"[66, 68, 69]"
64,657,100000,100000,"[67, 71, 74, 75]"
65,223,446,100000,[77]
66,468,936,100000,"[72, 75, 92]"
67,625,100000,438,"[76, 77, 78, 79]"
68,509,1018,356,"[74, 79]"
69,515,100000,360,"[73, 78]"
70,417,834,100000,"[81, 98]"
71,400,800,280,[100]
72,624,1248,437,"[80, 84, 96]"
73,703,100000,492,"[86, 88]"
74,389,778,100000,"[81, 85]"
75,672,100000,470,[79]
76,459,100000,100000,[82]
77,432,100000,100000,[]
78,421,842,100000,"[83, 86]"
79,338,676,237,[]
80,635,100000,100000,[]
81,712,100000,100000,[]
82,584,1168,409,[92]
83,662,1324,100000,"[87, 88, 93]"
84,371,100000,260,[91]
85,343,100000,240,[89]
86,564,100000,100000,[90]
87,674,100000,100000,[]
88,344,688,241,"[94, 96]"
89,628,100000,100000,"[97, 99]"
90,524,100000,367,[]
91,475,100000,332,[100]
92,496,100000,347,"[95, 98]"
93,488,100000,100000,[]
94,431,100000,100000,[]
95,656,100000,459,[]
96,498,996,349,[]
97,299,598,100000,[]
98,491,982,100000,[]
99,392,100000,100000,[]
100,484,100000,339,[]
